"p_avg","LONGITUDE","LATITUDE","CACO3","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
9.568,-91.2128,34.9253,0,1,5,283,134,3621,57,4804,1255,16,59,383,0,383,19,19
16.33,-91.2028,33.0839,142,1,5,317,147,3153,35,4774,1382,18,59,229,0,229,19,19
13.635,-91.2028,33.0839,142,1,5,317,147,3153,35,4774,1382,18,59,229,0,229,19,19
10.205,-91.202425,30.591475,6,1,9,183,135,1840,26,7701,1590,19,58,424,0,424,19,19
10.205,-91.202423,30.591475,6,1,9,183,135,1840,26,7701,1590,19,58,424,0,424,19,19
13.88,-91.2,34.1166,1,1,5,366,133,2900,55,3148,1317,17,61,276,0,276,19,19
10.695,-91.2,34.1166,1,1,5,366,133,2900,55,3148,1317,17,61,276,0,276,19,19
6.53,-91.1914,33.0053,142,1,5,324,149,2936,34,4224,1392,18,60,227,0,227,19,19
10.205,-91.176475,30.766222,6,1,9,240,135,2034,51,9641,1603,19,55,579,1,579,19,19
7.4757,-91.176475,30.766222,6,1,9,240,135,2034,51,9641,1603,19,55,579,1,579,19,19
15.84,-91.1666,34.3833,1,1,5,265,128,2405,55,6449,1313,17,58,341,0,341,19,19
15.6685,-91.1666,34.3833,1,1,5,265,128,2405,55,6449,1313,17,58,341,0,341,19,19
15.0315,-91.1575,34.8103,0,1,5,236,134,3460,55,5035,1269,16,60,288,0,288,19,19
7.51,-91.1561,34.8261,0,1,5,236,134,3460,55,5035,1269,16,60,288,0,288,19,19
6.53,-91.1561,34.8261,0,1,5,236,134,3460,55,5035,1269,16,60,288,0,288,19,19
24.66,-91.15,33.95,179,1,5,473,132,2439,51,3270,1334,17,63,367,0,367,19,19
21.0585,-91.15,33.95,179,1,5,473,132,2439,51,3270,1334,17,63,367,0,367,19,19
35.93,-91.15,34.0722,1,1,5,458,132,2269,52,2127,1327,17,62,424,0,424,19,19
29.413,-91.15,34.0722,1,1,5,458,132,2269,52,2127,1327,17,62,424,0,424,19,19
14.37,-91.15,34.3833,1,1,5,265,128,2405,55,6449,1313,17,58,341,0,341,19,19
12.312,-91.15,34.3833,1,1,5,265,128,2405,55,6449,1313,17,58,341,0,341,19,19
45.73,-91.1494,34.0672,1,1,5,458,132,2269,52,2127,1327,17,62,424,0,424,19,19
37.841,-91.1494,34.0672,1,1,5,458,132,2269,52,2127,1327,17,62,424,0,424,19,19
38.38,-91.1472,34.0833,1,1,5,458,132,2269,52,2127,1327,17,62,424,0,424,19,19
31.177,-91.1472,34.0833,1,1,5,458,132,2269,52,2127,1327,17,62,424,0,424,19,19
7.47325,-91.1406,34.6678,0,1,5,270,133,3598,54,4696,1288,16,60,260,0,260,19,19
13.88,-91.1,34.35,1,1,5,265,128,3004,55,6449,1313,17,58,341,0,341,19,19
37.15200073,-91.070917,33.533306,179,1,5,341,142,3493,40,4603,1372,17,62,247,0,247,19,19
18.03765,-91.066788,33.00016,142,1,5,381,144,3050,33,4176,1388,18,64,299,0,299,19,19
13.1489,-91.049472,31.584472,0,1,9,283,134,1215,117,7923,1556,18,61,425,1,425,1,1
3.1,-91.0458,34.5097,0,1,5,266,134,3744,53,5547,1308,16,59,287,0,287,19,19
19.53600037,-91.042361,33.583361,179,1,5,341,142,3637,40,4603,1372,17,62,247,0,247,19,19
19.2119,-91.042361,33.583361,179,1,5,341,142,3637,40,4603,1372,17,62,247,0,247,19,19
31.9865,-91.042361,33.583361,179,1,5,341,142,3637,40,4603,1372,17,62,247,0,247,19,19
11.871,-91.0403,33.4953,142,1,5,333,143,3493,40,4588,1373,17,62,308,0,308,19,19
8,-91.0222,34.705,0,1,5,269,133,3687,54,4394,1289,16,60,250,0,250,19,19
10.695,-91.0222,34.705,0,1,5,269,133,3687,54,4394,1289,16,60,250,0,250,19,19
4.815,-91,34.725833,2,1,5,269,133,4141,54,4394,1289,16,60,250,0,250,19,19
7.706,-90.9981,34.8125,2,1,5,240,134,4349,57,5332,1281,16,59,251,0,251,19,19
26.2525,-90.990417,33.535611,0,1,5,341,142,4751,40,4603,1372,17,62,247,0,247,19,19
5.714399921,-90.990411,33.535603,0,1,5,341,142,4751,40,4603,1372,17,62,247,0,247,19,19
6.348,-90.990411,33.535603,0,1,5,341,142,4751,40,4603,1372,17,62,247,0,247,19,19
28.678,-90.9835,34.46797,257,1,5,263,132,3868,52,5101,1330,17,59,258,0,258,19,19
3.1,-90.9736,34.3133,257,1,5,387,140,4131,46,3816,1341,17,60,300,0,300,19,19
3.1,-90.9725,34.5003,2,1,5,230,132,3868,55,5230,1323,16,58,322,0,322,19,19
3.1,-90.9678,34.16,257,1,5,411,138,3780,46,4268,1344,17,62,338,0,338,19,19
3.1,-90.9642,34.3586,257,1,5,337,138,4131,46,4397,1337,17,58,254,0,254,19,19
3.1,-90.9642,34.48,257,1,5,263,132,3868,52,5101,1330,17,59,258,0,258,19,19
7.51,-90.9453,34.7744,2,1,5,245,132,4141,60,4813,1292,16,60,299,0,299,19,19
6.775,-90.9453,34.7744,2,1,5,245,132,4141,60,4813,1292,16,60,299,0,299,19,19
6.3675,-90.941391,32.753445,253,1,5,383,147,3096,31,5067,1421,18,61,264,0,264,19,19
3.1,-90.9378,34.3458,257,1,5,337,138,4131,46,4397,1337,17,58,254,0,254,19,19
52.1,-90.9269,34.5267,2,1,5,230,132,3868,55,5230,1323,16,58,322,0,322,19,19
49.895,-90.9269,34.5267,2,1,5,230,132,3868,55,5230,1323,16,58,322,0,322,19,19
24.69675,-90.905098,33.973919,0,1,5,397,138,3504,47,5593,1355,17,62,456,0,456,19,19
24.17,-90.905,34.8381,2,1,5,245,132,3691,60,4813,1292,16,60,299,0,299,19,19
20.5685,-90.905,34.8381,2,1,5,245,132,3691,60,4813,1292,16,60,299,0,299,19,19
22.21,-90.904983,33.973783,0,1,5,397,138,3504,47,5593,1355,17,62,456,0,456,19,19
27.747,-90.8989,34.7778,2,1,5,245,132,3681,60,4813,1292,16,60,299,0,299,19,19
3.1,-90.8828,34.4775,257,1,5,317,131,4193,49,4001,1343,17,58,335,0,335,19,19
12.0278,-90.864111,34.650833,2,1,5,228,131,3666,59,5510,1327,16,60,277,0,277,19,19
3.1,-90.8633,34.26,257,1,5,402,141,3938,49,4120,1349,17,61,283,0,283,19,19
5.7754,-90.858361,30.745694,0,1,9,183,133,1229,54,6826,1624,19,54,482,1,482,19,19
5.77295,-90.85836,30.745695,0,1,9,183,133,1229,54,6826,1624,19,54,482,1,482,19,19
3.1,-90.8475,34.4136,257,1,5,317,131,4036,49,4001,1343,17,58,335,0,335,19,19
28.97199963,-90.8397,34.5558,2,1,5,244,131,4088,57,5537,1335,16,58,465,0,465,19,19
33.284,-90.8397,34.5558,2,1,5,244,131,4088,57,5537,1335,16,58,465,0,465,19,19
52.1,-90.8386,34.7758,2,1,5,251,130,3681,62,4139,1306,16,58,287,0,287,19,19
31.765,-90.8386,34.7758,2,1,5,251,130,3681,62,4139,1306,16,58,287,0,287,19,19
3.1,-90.8253,34.3044,257,1,5,402,141,4269,49,4120,1349,17,61,283,0,283,19,19
30.54,-90.8186,34.7203,2,1,5,219,130,3868,62,4252,1319,16,60,306,0,306,19,19
28.9475,-90.8186,34.7203,2,1,5,219,130,3868,62,4252,1319,16,60,306,0,306,19,19
12.0278,-90.816666,34.783333,2,1,5,251,130,3868,62,4139,1306,16,58,287,0,287,19,19
27.6,-90.8158,34.8844,2,1,5,262,130,3674,63,5394,1294,16,60,387,0,387,19,19
25.0275,-90.8158,34.8844,2,1,5,262,130,3674,63,5394,1294,16,60,387,0,387,19,19
3.1,-90.808052,18.606667,921,6,2,473,119,187,57,7760,1420,26,71,403,1,403,30,30
15.84,-90.8072,34.8447,2,1,5,251,130,3860,62,4139,1306,16,58,287,0,287,19,19
14.86,-90.8072,34.8447,2,1,5,251,130,3860,62,4139,1306,16,58,287,0,287,19,19
3.1,-90.8044,34.3989,257,1,5,374,137,4097,48,3692,1348,17,59,282,0,282,19,19
3.1,-90.8028,34.3169,257,1,5,394,137,4269,50,39947,1358,17,61,382,0,382,19,19
29.07,-90.7981,34.8939,2,1,5,234,130,3674,63,5055,1304,16,59,340,0,340,19,19
23.925,-90.7981,34.8939,2,1,5,234,130,3674,63,5055,1304,16,59,340,0,340,19,19
26.62,-90.7958,34.8575,2,1,5,234,130,3860,63,5055,1304,16,59,340,0,340,19,19
25.885,-90.7958,34.8575,2,1,5,234,130,3860,63,5055,1304,16,59,340,0,340,19,19
3.1,-90.7914,34.3989,257,1,5,354,135,4097,50,35054,1356,17,60,260,0,260,19,19
3.1,-90.7892,34.5525,2,1,5,213,131,3720,57,5900,1347,16,58,325,0,325,19,19
3.1,-90.7806,34.5908,2,1,5,238,131,3720,67,4832,1341,16,58,287,0,287,19,19
26.13,-90.773944,14.524639,0,2,2,280,106,164,1711,6252,1469,17,62,424,9,424,20,20
26.13,-90.773941,14.524639,0,2,2,280,106,164,1711,6252,1469,17,62,424,9,424,20,20
24.17,-90.773941,14.524639,0,2,2,280,106,164,1711,6252,1469,17,62,424,9,424,20,20
41.9079985,-90.7733,34.5342,2,1,5,213,131,3646,57,5900,1347,16,58,325,0,325,19,19
40.8545,-90.7733,34.5342,2,1,5,213,131,3646,57,5900,1347,16,58,325,0,325,19,19
3.1,-90.7692,34.6364,2,1,5,238,131,3857,67,4832,1341,16,58,287,0,287,19,19
35.44,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
13.88,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
37.35100075,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
24.66,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
89.34,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
52.6879985,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
55.726,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
14.2965,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
34.0925,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
64.938,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
37.547,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
24.5522,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
56.6962,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
49.51525,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
32.09575,-90.7669,34.7338,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
8.49,-90.766,34.753,2,1,5,197,128,3868,73,5029,1331,16,58,310,0,310,19,19
22.06300037,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
19.27,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
12.99800037,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
44.505,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
24.66,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
23.582,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
35.6311,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
17.065,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
17.53785,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
13.8555,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
39.4335,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
21.58525,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
16.918,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
23.9838,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
14.713,-90.7593,34.677,2,1,5,197,128,3857,73,5029,1331,16,58,310,0,310,19,19
15.35,-90.75611,34.8242,2,1,5,232,131,3860,61,5678,1316,16,59,255,0,255,19,19
13.635,-90.75611,34.8242,2,1,5,232,131,3860,61,5678,1316,16,59,255,0,255,19,19
3.1,-90.7553,34.5453,2,1,5,213,131,3720,57,5900,1347,16,58,325,0,325,19,19
11.43,-90.755119,34.970984,2,1,9,264,132,2892,71,4442,1295,16,57,371,0,371,19,19
12.9,-90.755119,34.970984,2,1,9,264,132,2892,71,4442,1295,16,57,371,0,371,19,19
3.1,-90.7536,34.5447,2,1,5,213,131,3720,57,5900,1347,16,58,325,0,325,19,19
30.54,-90.741076,34.678643,2,1,5,197,128,3030,73,5029,1331,16,58,310,0,310,19,19
29.6825,-90.741076,34.678643,2,1,5,197,128,3030,73,5029,1331,16,58,310,0,310,19,19
3.1,-90.73,34.4553,257,1,5,286,134,3962,50,4497,1353,17,58,281,0,281,19,19
3.1,-90.7297,34.5706,2,1,5,213,131,4132,57,5900,1347,16,58,325,0,325,19,19
7.902,-90.7142,34.7633,2,1,5,197,128,3225,73,5029,1331,16,58,310,0,310,19,19
3.1,-90.6964,34.5903,2,1,9,210,132,4132,71,3223,1350,16,60,328,0,328,19,3
3.1,-90.6903,34.5347,2,1,5,201,135,3962,68,5676,1359,16,60,290,0,290,19,19
21.23,-90.6628,34.8278,2,1,5,377,131,3901,57,4813,1321,16,59,303,0,303,19,19
19.515,-90.6628,34.8278,2,1,5,377,131,3901,57,4813,1321,16,59,303,0,303,19,19
29.07,-90.6614,34.8744,2,1,5,292,131,4397,59,4522,1309,16,58,367,0,367,19,19
24.17,-90.6614,34.8744,2,1,5,292,131,4397,59,4522,1309,16,58,367,0,367,19,19
10.25400019,-90.656258,30.078327,0,1,5,387,129,1406,6,46620,1617,20,64,947,0,947,30,30
13.39199982,-90.656258,30.078327,0,1,5,387,129,1406,6,46620,1617,20,64,947,0,947,30,30
13.60475,-90.656258,30.078327,0,1,5,387,129,1406,6,46620,1617,20,64,947,0,947,30,30
15.5835,-90.656256,30.078328,0,1,5,387,129,1406,6,46620,1617,20,64,947,0,947,30,30
34.46,-90.6278,34.7386,2,1,5,328,130,4292,70,3736,1336,16,59,336,1,336,19,19
29.805,-90.6278,34.7386,2,1,5,328,130,4292,70,3736,1336,16,59,336,1,336,19,19
29.56,-90.6189,34.7203,2,1,5,315,133,4292,58,6922,1335,16,60,390,1,390,19,19
26.7425,-90.6189,34.7203,2,1,5,315,133,4292,58,6922,1335,16,60,390,1,390,19,19
95.0729985,-90.60997,30.024023,0,1,5,470,127,1279,5,47139,1612,20,62,522,0,522,30,13
85.3367,-90.609969,30.024008,0,1,5,470,127,1279,5,47139,1612,20,62,522,0,522,30,13
29.56,-90.6097,34.7403,2,1,5,315,133,4292,58,6922,1335,16,60,390,1,390,19,19
25.395,-90.6097,34.7403,2,1,5,315,133,4292,58,6922,1335,16,60,390,1,390,19,19
25.1892,-90.607647,30.060111,0,1,5,470,127,1406,5,47139,1612,20,62,522,0,522,30,13
24.80699963,-90.607647,30.060111,0,1,5,470,127,1406,5,47139,1612,20,62,522,0,522,30,13
25.18675,-90.607647,30.060111,0,1,5,470,127,1406,5,47139,1612,20,62,522,0,522,30,13
5.4085,-90.606941,30.00716,0,1,5,470,127,1279,5,47139,1612,20,62,522,0,522,30,13
3.601,-90.606939,30.007161,0,1,5,470,127,1279,5,47139,1612,20,62,522,0,522,30,13
3.1,-90.6067,34.5103,2,1,5,215,131,3418,64,17089,1364,16,60,378,0,378,19,19
15.84,-90.6014,34.7039,2,1,5,315,133,4292,58,6922,1335,16,60,390,1,390,19,19
15.9625,-90.6014,34.7039,2,1,5,315,133,4292,58,6922,1335,16,60,390,1,390,19,19
18.78,-90.5772,34.8711,2,1,5,320,132,4666,58,4025,1312,16,58,290,0,290,19,19
16.575,-90.5772,34.8711,2,1,5,320,132,4666,58,4025,1312,16,58,290,0,290,19,19
37.4,-90.535,34.8614,2,1,5,320,132,4118,58,4025,1312,16,58,290,0,290,19,19
37.057,-90.535,34.8614,2,1,5,320,132,4118,58,4025,1312,16,58,290,0,290,19,19
33.48,-90.5258,34.8803,2,1,5,299,133,4666,59,4790,1316,16,59,274,0,274,19,19
30.393,-90.5258,34.8803,2,1,5,299,133,4666,59,4790,1316,16,59,274,0,274,19,19
26.76699963,-90.516717,32.850194,253,1,5,429,147,2309,39,5029,1454,18,58,307,0,307,19,19
27.649,-90.516717,32.850194,253,1,5,429,147,2309,39,5029,1454,18,58,307,0,307,19,19
9.96,-90.5158,34.7242,2,1,5,327,131,3673,59,6403,1335,16,61,265,0,265,19,19
7.47,-90.5158,34.7242,2,1,5,327,131,3673,59,6403,1335,16,61,265,0,265,19,19
25.885,-90.411308,34.684502,253,1,5,372,131,4221,57,4814,1334,16,60,321,0,321,19,19
25.64,-90.4072,34.8794,253,1,5,268,133,4495,60,5081,1320,16,60,329,0,329,3,19
21.3525,-90.4072,34.8794,253,1,5,268,133,4495,60,5081,1320,16,60,329,0,329,3,19
4.57,-90.136667,19.751667,1159,6,3,427,130,142,79,5291,1180,26,74,356,1,356,17,17
5.55,-90.136665,19.751667,1159,6,3,427,130,142,79,5291,1180,26,74,356,1,356,17,17
3.33,-90.136665,19.751667,1159,6,3,427,130,142,79,5291,1180,26,74,356,1,356,17,17
20.74,-90.0147,33.5675,57,1,9,313,135,1928,77,5643,1399,17,56,367,1,367,19,19
6.29725,-89.898529,34.236195,0,1,9,227,134,2111,91,6656,1422,16,56,416,1,416,19,19
3.9526,-89.873558,34.255165,0,1,9,242,132,2111,104,5690,1436,16,55,387,1,387,19,19
6.089,-89.7575,20.411667,1159,6,3,402,122,167,53,6006,1110,26,73,509,1,509,17,17
6.53,-89.7575,20.411667,1159,6,3,402,122,167,53,6006,1110,26,73,509,1,509,17,17
3.1,-89.375,21.091667,1688,6,3,377,128,63,11,4792,888,26,77,820,0,820,17,17
6.254,-88.842583,32.16975,0,1,9,211,134,1151,106,9203,1463,17,54,401,1,401,19,3
3.1,-88.826942,20.560833,1688,6,3,462,113,183,28,7771,1156,26,74,547,0,547,17,17
5.76,-88.802111,32.177333,0,1,9,211,134,1300,106,9203,1463,17,54,401,1,401,19,3
4.8017,-88.802111,32.177333,0,1,9,211,134,1300,106,9203,1463,17,54,401,1,401,19,3
29.59675,-88.780548,33.437874,23,6,9,326,139,2035,91,6338,1405,17,56,362,1,362,19,19
3.887999954,-88.723139,31.860417,0,1,9,195,134,1363,81,5390,1471,18,53,354,1,354,1,1
3.41285,-88.723139,31.860417,0,1,9,195,134,1363,81,5390,1471,18,53,354,1,354,1,1
35.0697,-88.322083,31.348944,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,1,30
3.8105,-88.295306,31.323222,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
4.521000047,-88.295303,31.323223,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
2.2605,-88.295303,31.323223,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
3.394000012,-88.293945,31.32325,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
3.394,-88.293945,31.32325,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
3.394,-88.293944,31.32325,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
1.422,-88.293667,31.322972,0,1,9,110,133,1290,64,9700,1581,18,49,386,1,386,30,30
5.501000047,-88.197441,32.608002,0,1,9,343,137,1813,52,7829,1438,17,56,420,1,420,30,30
4.8885,-88.197441,32.608002,0,1,9,343,137,1813,52,7829,1438,17,56,420,1,420,30,30
3.246,-88.13896,31.26995,0,1,9,146,132,1196,35,13579,1584,19,49,419,1,419,1,1
3.6831,-88.101306,31.320056,0,1,9,146,132,1321,35,13579,1584,19,49,419,1,419,1,1
3.6831,-88.101303,31.320055,0,1,9,146,132,1321,35,13579,1584,19,49,419,1,419,1,1
3.7958,-88.099389,31.321972,0,1,9,146,132,1321,35,13579,1584,19,49,419,1,419,3,1
3.6065,-88.099388,31.321972,0,1,9,146,132,1321,35,13579,1584,19,49,419,1,419,3,1
3.1,-88.049164,20.686388,1688,6,3,475,113,198,23,10066,1126,26,72,641,0,641,17,17
2.831999989,-87.685778,31.024861,0,1,9,127,128,1157,77,11573,1659,19,50,419,1,419,1,1
1.700000048,-87.685778,31.024861,0,1,9,127,128,1157,77,11573,1659,19,50,419,1,419,1,1
2.32475,-87.685778,31.024861,0,1,9,127,128,1157,77,11573,1659,19,50,419,1,419,1,1
7.9412,-87.211418,32.907139,0,1,9,172,139,1134,88,6087,1445,17,52,442,1,442,1,1
7.9412,-87.211417,32.907139,0,1,9,172,139,1134,88,6087,1445,17,52,442,1,442,1,1
6.971000047,-87.008446,34.437527,0,3,5,197,135,1520,188,7801,1452,16,55,379,1,379,19,19
6.285,-87.008446,34.437527,0,3,5,197,135,1520,188,7801,1452,16,55,379,1,379,19,19
17.359,-86.884933,34.848618,0,6,5,199,132,1214,222,6952,1450,15,52,348,1,348,19,1
5.942,-86.834444,32.175556,0,6,9,176,136,1095,99,11200,1383,18,54,409,1,409,3,1
5.942,-86.834442,32.175556,0,6,9,176,136,1095,99,11200,1383,18,54,409,1,409,3,1
19.07399925,-86.797859,34.194889,0,3,5,196,133,1612,249,43158,1478,15,54,400,1,400,1,1
15.77875,-86.797859,34.194889,0,3,5,196,133,1612,249,43158,1478,15,54,400,1,400,1,1
15.546,-86.738306,34.668667,0,6,5,263,132,1297,181,7167,1438,16,53,441,1,441,19,19
8.98,-86.687447,34.439362,0,3,5,178,133,1374,283,9611,1459,15,55,355,3,355,1,1
7.71825,-86.687447,34.439362,0,3,5,178,133,1374,283,9611,1459,15,55,355,3,355,1,1
5.353999953,-86.538483,34.90165,0,6,5,262,132,1300,235,6949,1435,15,56,385,1,385,19,19
5.403,-86.538483,34.90165,0,6,5,262,132,1300,235,6949,1435,15,56,385,1,385,19,19
31.1,-86.483333,11.85,25,11,3,310,120,689,72,7327,1354,27,66,383,1,383,21,21
3.8,-86.216806,34.972222,0,6,5,325,126,1303,363,7007,1514,14,58,600,9,600,19,1
3.394000012,-86.216806,34.972222,0,6,5,325,126,1303,363,7007,1514,14,58,600,9,600,19,1
1.59440002,-86.216806,34.972222,0,6,5,325,126,1303,363,7007,1514,14,58,600,9,600,19,1
3.299999952,-86.216806,34.972222,0,6,5,325,126,1303,363,7007,1514,14,58,600,9,600,19,1
2.7455,-86.216806,34.972222,0,6,5,325,126,1303,363,7007,1514,14,58,600,9,600,19,1
1.75,-86.133333,11.966667,25,7,2,334,113,335,223,4853,1444,26,64,414,1,414,7,30
5.2364,-86.102165,34.864945,0,5,5,300,127,1433,463,7071,1535,14,58,525,2,525,1,1
5,-86.060611,34.945389,0,5,5,298,125,1305,418,7058,1532,14,58,628,5,628,1,1
5.402999907,-86.060608,34.945389,0,5,5,298,125,1305,418,7058,1532,14,58,628,5,628,1,1
5.135999908,-86.060608,34.945389,0,5,5,298,125,1305,418,7058,1532,14,58,628,5,628,1,1
4.599999905,-86.060608,34.945389,0,5,5,298,125,1305,418,7058,1532,14,58,628,5,628,1,1
3.256166667,-86.060608,34.945389,0,5,5,298,125,1305,418,7058,1532,14,58,628,5,628,1,1
4.075,-86,12.25,65,7,3,463,120,536,76,5199,1402,27,66,322,0,322,30,30
290.3233,-85.884444,31.283889,0,1,9,153,133,1490,103,7540,1330,19,54,476,1,476,1,1
3.06,-85.758057,32.669167,0,8,5,199,135,1043,181,6938,1449,17,54,487,2,487,1,1
3.835,-85.758056,32.669167,0,8,5,199,135,1043,181,6938,1449,17,54,487,2,487,1,1
9.225,-85.748001,32.434555,0,1,9,111,137,1116,115,7527,1411,18,54,459,1,459,1,1
8.1225,-85.748001,32.434555,0,1,9,111,137,1116,115,7527,1411,18,54,459,1,459,1,1
16.594,-85.379978,32.118358,0,5,9,152,137,956,107,7125,1339,18,56,444,1,444,1,1
15.154,-85.325111,31.354778,0,5,9,149,133,1332,109,5871,1378,19,56,531,1,531,18,18
7.3532,-85.0125,34.464167,9,3,5,269,139,1525,207,9613,1390,15,53,408,1,408,1,1
7.3532,-85.012497,34.464168,9,3,5,269,139,1525,207,9613,1390,15,53,408,1,408,1,1
42.3876,-84.988379,31.079634,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
38.1717,-84.988379,31.079634,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
30.3133,-84.987942,31.079568,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
45.6071,-84.987906,31.080224,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
42.491,-84.98789,31.079808,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
28.3393,-84.987726,31.079927,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
49.2919,-84.987511,31.079623,0,1,9,136,129,1595,46,7350,1387,19,54,446,1,446,1,1
5.108999953,-84.790169,34.420174,24,6,5,273,134,1408,234,12255,1375,15,54,436,1,436,1,1
4.47445,-84.790169,34.420174,24,6,5,273,134,1408,234,12255,1375,15,54,436,1,436,1,1
4.4769,-84.790167,34.420172,24,6,5,273,134,1408,234,12255,1375,15,54,436,1,436,1,1
3.786,-84.722222,30.491111,119,1,9,95,131,1175,71,13894,1504,19,51,461,1,461,1,1
13.7411,-84.541015,31.184305,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
6.6112,-84.54078,31.184592,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
12.8011,-84.540583,31.184231,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
8.3267,-84.540553,31.184889,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
11.5697,-84.540529,31.184477,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
8.39955,-84.540363,31.18459,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
10.0986,-84.540141,31.184288,0,6,9,131,126,1694,57,6825,1355,19,56,428,0,428,1,18
5.5505,-84.400002,32.003334,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
6.0155,-84.4,32.003333,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
2.04,-84.398613,32.004166,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
31.03,-84.398613,32.020832,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
3.59,-84.398611,32.004167,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
31.03,-84.398611,32.020833,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
32.255,-84.397224,32.00111,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
9.96,-84.397224,32.011112,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
32.255,-84.397222,32.001111,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
9.96,-84.397222,32.011111,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
24.66,-84.395836,32.001667,0,1,9,180,138,1253,146,5678,1242,18,53,362,1,362,1,1
