"","LONGITUDE","LATITUDE","p_avg","GEO3major","data","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"7839",147.3294431,-35.90110715,2,"Asia and the Pacific","train",3,5,156,109,2616,513,10158,890,14,54,642,7,642,19,19
"7840",147.330719,-35.17807007,1,"Asia and the Pacific","train",3,5,171,117,2930,200,23801,604,16,58,375,1,375,19,19
"7841",147.332204,-34.45732312,6,"Asia and the Pacific","train",1,5,173,114,4605,299,3868,539,16,57,285,1,285,19,19
"7842",147.332204,-34.45732312,7,"Asia and the Pacific","train",1,5,173,114,4605,299,3868,539,16,57,285,1,285,19,19
"7843",147.3383932,-35.6992818,1,"Asia and the Pacific","train",9,5,176,115,3335,327,5513,749,15,55,284,3,284,19,19
"7844",147.3446218,-35.6928535,2,"Asia and the Pacific","train",9,5,176,115,3335,327,5513,749,15,55,284,3,284,19,19
"7845",147.3446218,-35.6928535,6,"Asia and the Pacific","train",9,5,176,115,3335,327,5513,749,15,55,284,3,284,19,19
"7846",147.3456406,-32.56748835,5,"Asia and the Pacific","train",1,9,197,123,3624,255,2985,506,18,60,180,0,180,19,19
"7847",147.3457029,-35.63086266,3,"Asia and the Pacific","train",3,5,158,113,3335,347,5068,726,15,55,302,2,302,19,19
"7848",147.3457029,-35.63086266,5,"Asia and the Pacific","train",3,5,158,113,3335,347,5068,726,15,55,302,2,302,19,19
"7849",147.3479075,-33.2775877,22,"Asia and the Pacific","train",1,5,328,118,8008,203,3950,476,17,65,212,0,212,19,19
"7850",147.3495357,-33.90984652,7,"Asia and the Pacific","train",1,5,217,112,6940,229,3388,491,17,61,282,0,282,19,19
"7851",147.34987,-35.79859023,7,"Asia and the Pacific","train",1,5,192,114,2567,333,5763,775,15,55,327,2,327,19,19
"7852",147.3509154,-32.40885672,11,"Asia and the Pacific","train",1,9,250,122,4296,236,3512,503,18,63,165,0,165,19,19
"7853",147.3520344,-35.20618195,1,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7854",147.3520355,-35.2061882,1,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7855",147.3526201,-33.20766975,7,"Asia and the Pacific","train",1,5,305,122,7656,202,3560,480,17,65,170,0,170,19,19
"7856",147.3526201,-33.20766975,12,"Asia and the Pacific","train",1,5,305,122,7656,202,3560,480,17,65,170,0,170,19,19
"7857",147.3537284,-33.87736612,1,"Asia and the Pacific","train",1,5,217,112,5664,229,3388,491,17,61,282,0,282,19,19
"7858",147.3537284,-33.87736612,2,"Asia and the Pacific","train",1,5,217,112,5664,229,3388,491,17,61,282,0,282,19,19
"7859",147.3541662,-32.98880005,4,"Asia and the Pacific","train",1,9,129,114,3953,277,3609,509,17,58,203,1,203,19,19
"7860",147.3569924,-32.96230828,6,"Asia and the Pacific","train",1,9,129,114,3997,277,3609,509,17,58,203,1,203,19,19
"7861",147.3569924,-32.96230828,7,"Asia and the Pacific","train",1,9,129,114,3997,277,3609,509,17,58,203,1,203,19,19
"7862",147.3590223,-32.10220646,7,"Asia and the Pacific","train",1,9,368,123,6050,194,2761,502,18,65,163,0,163,19,19
"7863",147.3590223,-32.10220646,12,"Asia and the Pacific","train",1,9,368,123,6050,194,2761,502,18,65,163,0,163,19,19
"7864",147.3596017,-35.58763306,4,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7865",147.3596017,-35.58763306,5,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7866",147.3610331,-35.38965012,4,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7867",147.3610382,-35.38965607,4,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7868",147.3655396,-35.41015625,2,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7869",147.3673341,-35.87784401,4,"Asia and the Pacific","train",3,5,156,109,2567,513,10158,890,14,54,642,7,642,19,19
"7870",147.3673341,-35.87784401,7,"Asia and the Pacific","train",3,5,156,109,2567,513,10158,890,14,54,642,7,642,19,19
"7871",147.3715363,-35.33935547,1,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7872",147.3715363,-35.33935547,5,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7873",147.3715383,-35.33934942,1,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7874",147.3715383,-35.33934942,5,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7875",147.3716743,-35.87731674,4,"Asia and the Pacific","train",3,5,156,109,2567,513,10158,890,14,54,642,7,642,19,19
"7876",147.3716743,-35.87731674,5,"Asia and the Pacific","train",3,5,156,109,2567,513,10158,890,14,54,642,7,642,19,19
"7877",147.3737724,-35.34655603,1,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7878",147.3737724,-35.34655603,4,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7879",147.3737793,-35.34656143,1,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7880",147.3737793,-35.34656143,4,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7881",147.3764696,-35.27553947,2,"Asia and the Pacific","train",9,5,121,114,2352,275,5250,645,15,56,400,1,400,19,19
"7882",147.3764696,-35.27553947,15,"Asia and the Pacific","train",9,5,121,114,2352,275,5250,645,15,56,400,1,400,19,19
"7883",147.3764801,-35.27554703,2,"Asia and the Pacific","train",9,5,121,114,2352,275,5250,645,15,56,400,1,400,19,19
"7884",147.3764801,-35.27554703,15,"Asia and the Pacific","train",9,5,121,114,2352,275,5250,645,15,56,400,1,400,19,19
"7885",147.3766326,-35.19190603,1,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7886",147.3766326,-35.19190603,2,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7887",147.3766327,-35.1919136,1,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7888",147.3766327,-35.1919136,2,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7889",147.3791449,-35.20068985,1,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7890",147.3791504,-35.20069504,1,"Asia and the Pacific","train",9,5,121,114,3392,275,5250,645,15,56,400,1,400,19,19
"7891",147.3807153,-35.67333255,3,"Asia and the Pacific","train",9,5,176,115,3335,327,5513,749,15,55,284,3,284,19,19
"7892",147.3816871,-35.44978246,1,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7893",147.3816871,-35.44978246,4,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7894",147.3816986,-35.44977951,1,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7895",147.3816986,-35.44977951,4,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7896",147.3859407,-33.46445503,8,"Asia and the Pacific","train",1,5,195,106,5559,211,4070,476,17,61,282,0,282,19,19
"7897",147.3900752,-34.7035507,4,"Asia and the Pacific","train",1,5,158,108,4612,312,4109,543,16,59,296,1,296,19,19
"7898",147.3900752,-34.7035507,5,"Asia and the Pacific","train",1,5,158,108,4612,312,4109,543,16,59,296,1,296,19,19
"7899",147.3928778,-35.14383826,1,"Asia and the Pacific","train",3,5,171,117,3392,200,23801,604,16,58,375,1,375,19,19
"7900",147.3928833,-35.1438446,1,"Asia and the Pacific","train",3,5,171,117,3392,200,23801,604,16,58,375,1,375,19,19
"7901",147.3964746,-35.55517516,5,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7902",147.3988259,-33.57553494,1,"Asia and the Pacific","train",1,5,183,112,4316,223,3358,481,17,61,235,0,235,19,19
"7903",147.3988259,-33.57553494,7,"Asia and the Pacific","train",1,5,183,112,4316,223,3358,481,17,61,235,0,235,19,19
"7904",147.3994528,-35.55276693,12,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7905",147.4007091,-35.39696389,3,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7906",147.4007111,-35.39696884,3,"Asia and the Pacific","train",9,5,125,117,2971,346,5606,679,15,56,368,3,368,19,19
"7907",147.4029386,-35.56805638,2,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7908",147.4029386,-35.56805638,6,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7909",147.4054079,-35.29054934,4,"Asia and the Pacific","train",1,5,141,116,2352,354,5259,673,15,56,463,2,463,19,19
"7910",147.4054079,-35.29054934,9,"Asia and the Pacific","train",1,5,141,116,2352,354,5259,673,15,56,463,2,463,19,19
"7911",147.4054108,-35.29055405,4,"Asia and the Pacific","train",1,5,141,116,2352,354,5259,673,15,56,463,2,463,19,19
"7912",147.4054108,-35.29055405,9,"Asia and the Pacific","train",1,5,141,116,2352,354,5259,673,15,56,463,2,463,19,19
"7913",147.4087206,-35.56360079,5,"Asia and the Pacific","train",3,5,158,113,2648,347,5068,726,15,55,302,2,302,19,19
"7914",147.4094148,-35.3218696,1,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7915",147.4094148,-35.3218696,2,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7916",147.4094238,-35.32187653,1,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7917",147.4094238,-35.32187653,2,"Asia and the Pacific","train",1,5,141,116,2577,354,5259,673,15,56,463,2,463,19,19
"7918",147.4125429,-35.69339727,2,"Asia and the Pacific","train",1,5,155,113,3335,298,6080,720,15,54,368,1,368,19,19
"7919",147.4125429,-35.69339727,11,"Asia and the Pacific","train",1,5,155,113,3335,298,6080,720,15,54,368,1,368,19,19
"7920",147.4129191,-35.69347713,4,"Asia and the Pacific","train",1,5,155,113,3335,298,6080,720,15,54,368,1,368,19,19
"7921",147.4137115,-35.30179977,4,"Asia and the Pacific","train",3,5,155,111,2577,285,5126,662,15,56,313,1,313,19,19
"7922",147.4137115,-35.30179977,12,"Asia and the Pacific","train",3,5,155,111,2577,285,5126,662,15,56,313,1,313,19,19
"7923",147.4137133,-35.30179237,4,"Asia and the Pacific","train",3,5,155,111,2577,285,5126,662,15,56,313,1,313,19,19
"7924",147.4137133,-35.30179237,12,"Asia and the Pacific","train",3,5,155,111,2577,285,5126,662,15,56,313,1,313,19,19
"7925",147.4156342,-35.03150558,1,"Asia and the Pacific","train",9,5,488,112,4509,235,4384,592,16,56,234,1,234,19,19
"7926",147.4156355,-35.03149782,1,"Asia and the Pacific","train",9,5,488,112,4509,235,4384,592,16,56,234,1,234,19,19
"7927",147.4160554,-35.69297043,3,"Asia and the Pacific","train",1,5,155,113,3335,298,6080,720,15,54,368,1,368,19,19
"7928",147.4160554,-35.69297043,10,"Asia and the Pacific","train",1,5,155,113,3335,298,6080,720,15,54,368,1,368,19,19
"7929",147.416392,-33.16994947,6,"Asia and the Pacific","train",1,5,319,120,7656,207,4122,485,17,66,187,0,187,30,30
"7930",147.416392,-33.16994947,13,"Asia and the Pacific","train",1,5,319,120,7656,207,4122,485,17,66,187,0,187,30,30
"7931",147.4164994,-34.57902539,10,"Asia and the Pacific","train",3,5,126,109,4762,352,3971,584,15,58,340,1,340,19,19
"7932",147.4164994,-34.57902539,15,"Asia and the Pacific","train",3,5,126,109,4762,352,3971,584,15,58,340,1,340,19,19
"7933",147.418298,-35.01615922,1,"Asia and the Pacific","train",9,5,488,112,4011,235,4384,592,16,56,234,1,234,19,19
"7934",147.4183044,-35.01616669,1,"Asia and the Pacific","train",9,5,488,112,4011,235,4384,592,16,56,234,1,234,19,19
"7935",147.419736,-35.29658689,5,"Asia and the Pacific","train",3,5,155,111,2729,285,5126,662,15,56,313,1,313,19,19
"7936",147.419736,-35.29658689,15,"Asia and the Pacific","train",3,5,155,111,2729,285,5126,662,15,56,313,1,313,19,19
"7937",147.4197388,-35.29659271,5,"Asia and the Pacific","train",3,5,155,111,2729,285,5126,662,15,56,313,1,313,19,19
"7938",147.4197388,-35.29659271,15,"Asia and the Pacific","train",3,5,155,111,2729,285,5126,662,15,56,313,1,313,19,19
"7939",147.4201508,-35.32364273,5,"Asia and the Pacific","train",3,5,155,111,2881,285,5126,662,15,56,313,1,313,19,19
"7940",147.4201508,-35.32363614,5,"Asia and the Pacific","train",3,5,155,111,2881,285,5126,662,15,56,313,1,313,19,19
"7941",147.4213296,-33.85938606,6,"Asia and the Pacific","train",1,5,327,113,6843,215,3486,485,17,64,221,0,221,19,19
"7942",147.4213296,-33.85938606,8,"Asia and the Pacific","train",1,5,327,113,6843,215,3486,485,17,64,221,0,221,19,19
"7943",147.4231642,-33.15080414,4,"Asia and the Pacific","train",1,5,319,120,6735,207,4122,485,17,66,187,0,187,30,30
"7944",147.4231642,-33.15080414,5,"Asia and the Pacific","train",1,5,319,120,6735,207,4122,485,17,66,187,0,187,30,30
"7945",147.4232763,-33.39659556,3,"Asia and the Pacific","train",1,5,310,114,7937,208,4150,467,17,64,176,0,176,19,30
"7946",147.4232763,-33.39659556,11,"Asia and the Pacific","train",1,5,310,114,7937,208,4150,467,17,64,176,0,176,19,30
"7947",147.4235451,-34.43521682,4,"Asia and the Pacific","train",1,5,134,108,4431,295,4038,555,16,57,288,1,288,19,19
"7948",147.4235451,-34.43521682,5,"Asia and the Pacific","train",1,5,134,108,4431,295,4038,555,16,57,288,1,288,19,19
"7949",147.4245817,-35.0655071,1,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7950",147.4245911,-35.06551361,1,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7951",147.4256784,-35.06550325,1,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7952",147.4256839,-35.54533771,3,"Asia and the Pacific","train",9,5,141,114,2525,406,5578,728,14,54,343,3,343,19,19
"7953",147.4256897,-35.0655098,1,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7954",147.4287109,-35.17393112,1,"Asia and the Pacific","train",1,5,189,108,3813,199,4926,604,16,58,279,0,279,19,19
"7955",147.4287137,-35.17392412,1,"Asia and the Pacific","train",1,5,189,108,3813,199,4926,604,16,58,279,0,279,19,19
"7956",147.4313018,-34.02768044,3,"Asia and the Pacific","train",1,5,328,109,7137,222,3411,492,16,64,265,0,265,19,19
"7957",147.4313018,-34.02768044,6,"Asia and the Pacific","train",1,5,328,109,7137,222,3411,492,16,64,265,0,265,19,19
"7958",147.4315686,-35.76180915,2,"Asia and the Pacific","train",9,5,154,118,3322,344,6450,783,14,54,359,2,359,19,19
"7959",147.4315686,-35.76180915,6,"Asia and the Pacific","train",9,5,154,118,3322,344,6450,783,14,54,359,2,359,19,19
"7960",147.4356362,-34.43703209,6,"Asia and the Pacific","train",1,5,134,108,4431,295,4038,555,16,57,288,1,288,19,19
"7961",147.4385275,-34.06150227,7,"Asia and the Pacific","train",1,5,328,109,6966,222,3411,492,16,64,265,0,265,19,19
"7962",147.4385275,-34.06150227,10,"Asia and the Pacific","train",1,5,328,109,6966,222,3411,492,16,64,265,0,265,19,19
"7963",147.4405283,-34.97150777,3,"Asia and the Pacific","train",1,5,243,106,4011,238,3889,569,16,57,271,1,271,19,19
"7964",147.4405283,-34.97150777,4,"Asia and the Pacific","train",1,5,243,106,4011,238,3889,569,16,57,271,1,271,19,19
"7965",147.4411164,-35.56114232,4,"Asia and the Pacific","train",3,5,145,115,2946,339,6058,717,15,54,354,1,354,19,19
"7966",147.4411164,-35.56114232,6,"Asia and the Pacific","train",3,5,145,115,2946,339,6058,717,15,54,354,1,354,19,19
"7967",147.4417592,-35.71820564,1,"Asia and the Pacific","train",1,5,155,113,3322,298,6080,720,15,54,368,1,368,19,19
"7968",147.4419898,-35.09046774,5,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7969",147.4420013,-35.09047318,5,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7970",147.4438807,-34.03449896,3,"Asia and the Pacific","train",1,5,328,109,7137,222,3411,492,16,64,265,0,265,19,19
"7971",147.4438807,-34.03449896,4,"Asia and the Pacific","train",1,5,328,109,7137,222,3411,492,16,64,265,0,265,19,19
"7972",147.4465319,-35.06835888,2,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7973",147.4465332,-35.06836319,2,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7974",147.4470344,-34.02648788,7,"Asia and the Pacific","train",1,5,328,109,7137,222,3411,492,16,64,265,0,265,19,19
"7975",147.4470344,-34.02648788,9,"Asia and the Pacific","train",1,5,328,109,7137,222,3411,492,16,64,265,0,265,19,19
"7976",147.4492105,-34.26603206,6,"Asia and the Pacific","train",1,5,178,112,4674,262,3774,522,16,59,216,1,216,27,27
"7977",147.4492105,-34.26603206,11,"Asia and the Pacific","train",1,5,178,112,4674,262,3774,522,16,59,216,1,216,27,27
"7978",147.4552689,-34.26348454,5,"Asia and the Pacific","train",1,5,178,112,4674,262,3774,522,16,59,216,1,216,27,27
"7979",147.4552689,-34.26348454,6,"Asia and the Pacific","train",1,5,178,112,4674,262,3774,522,16,59,216,1,216,27,27
"7980",147.4578445,-35.37444435,1,"Asia and the Pacific","train",3,5,133,112,2881,372,5612,702,15,56,378,2,378,19,19
"7981",147.4578445,-35.37444435,3,"Asia and the Pacific","train",3,5,133,112,2881,372,5612,702,15,56,378,2,378,19,19
"7982",147.4578552,-35.37445068,1,"Asia and the Pacific","train",3,5,133,112,2881,372,5612,702,15,56,378,2,378,19,19
"7983",147.4578552,-35.37445068,3,"Asia and the Pacific","train",3,5,133,112,2881,372,5612,702,15,56,378,2,378,19,19
"7984",147.4584961,-35.39270782,2,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7985",147.4584961,-35.39270782,3,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7986",147.4584982,-35.39270084,2,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7987",147.4584982,-35.39270084,3,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7988",147.4588198,-33.89550855,1,"Asia and the Pacific","train",1,5,327,113,7010,215,3486,485,17,64,221,0,221,19,19
"7989",147.4588198,-33.89550855,9,"Asia and the Pacific","train",1,5,327,113,7010,215,3486,485,17,64,221,0,221,19,19
"7990",147.4660735,-35.08136035,1,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7991",147.4660735,-35.08136035,6,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7992",147.4660797,-35.08136749,1,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7993",147.4660797,-35.08136749,6,"Asia and the Pacific","train",9,5,488,112,3894,235,4384,592,16,56,234,1,234,19,19
"7994",147.4680939,-35.43392181,2,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7995",147.4680939,-35.43392181,10,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7996",147.4680963,-35.43391555,2,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7997",147.4680963,-35.43391555,10,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"7998",147.472162,-35.32817807,2,"Asia and the Pacific","train",3,5,155,111,2881,285,5126,662,15,56,313,1,313,19,19
"7999",147.472162,-35.32817807,5,"Asia and the Pacific","train",3,5,155,111,2881,285,5126,662,15,56,313,1,313,19,19
"8000",147.472168,-35.32818604,2,"Asia and the Pacific","train",3,5,155,111,2881,285,5126,662,15,56,313,1,313,19,19
"8001",147.472168,-35.32818604,5,"Asia and the Pacific","train",3,5,155,111,2881,285,5126,662,15,56,313,1,313,19,19
"8002",147.4723102,-33.11725325,5,"Asia and the Pacific","train",1,5,255,115,5127,219,2861,499,17,64,163,0,163,30,19
"8003",147.4723102,-33.11725325,20,"Asia and the Pacific","train",1,5,255,115,5127,219,2861,499,17,64,163,0,163,30,19
"8004",147.4732008,-32.67502471,5,"Asia and the Pacific","train",3,9,184,122,3829,268,2550,515,17,60,177,0,177,19,19
"8005",147.4744263,-35.43231964,2,"Asia and the Pacific","train",3,5,133,112,2408,372,5612,702,15,56,378,2,378,19,19
"8006",147.4774464,-35.60840349,3,"Asia and the Pacific","train",3,5,145,115,2946,339,6058,717,15,54,354,1,354,19,19
"8007",147.4776166,-33.40343366,4,"Asia and the Pacific","train",1,5,310,114,7937,208,4150,467,17,64,176,0,176,30,30
"8008",147.4776166,-33.40343366,38,"Asia and the Pacific","train",1,5,310,114,7937,208,4150,467,17,64,176,0,176,30,30
"8009",147.4776286,-34.5668617,6,"Asia and the Pacific","train",3,5,126,109,4322,352,3971,584,15,58,340,1,340,19,19
"8010",147.4776286,-34.5668617,20,"Asia and the Pacific","train",3,5,126,109,4322,352,3971,584,15,58,340,1,340,19,19
"8011",147.4795075,-35.81268613,58,"Asia and the Pacific","train",9,5,154,118,2490,344,6450,783,14,54,359,2,359,19,19
"8012",147.4802809,-35.59866349,4,"Asia and the Pacific","train",3,5,145,115,2946,339,6058,717,15,54,354,1,354,19,19
"8013",147.4829831,-35.81084194,3,"Asia and the Pacific","train",9,5,154,118,2490,344,6450,783,14,54,359,2,359,19,19
"8014",147.4829831,-35.81084194,5,"Asia and the Pacific","train",9,5,154,118,2490,344,6450,783,14,54,359,2,359,19,19
"8015",147.4836876,-35.80471716,8,"Asia and the Pacific","train",9,5,154,118,2490,344,6450,783,14,54,359,2,359,19,19
"8016",147.487268,-33.41782758,3,"Asia and the Pacific","train",1,5,310,114,7937,208,4150,467,17,64,176,0,176,30,30
"8017",147.487268,-33.41782758,5,"Asia and the Pacific","train",1,5,310,114,7937,208,4150,467,17,64,176,0,176,30,30
"8018",147.4955975,-35.11122542,4,"Asia and the Pacific","train",1,5,189,108,3894,199,4926,604,16,58,279,0,279,19,19
"8019",147.4956055,-35.11123276,4,"Asia and the Pacific","train",1,5,189,108,3894,199,4926,604,16,58,279,0,279,19,19
"8020",147.4998191,-35.79675304,3,"Asia and the Pacific","train",9,5,154,118,2490,344,6450,783,14,54,359,2,359,19,19
"8021",147.5000224,-34.44502835,2,"Asia and the Pacific","train",1,5,134,108,4405,295,4038,555,16,57,288,1,288,19,19
"8022",147.5000224,-34.44502835,4,"Asia and the Pacific","train",1,5,134,108,4405,295,4038,555,16,57,288,1,288,19,19
"8023",147.5001879,-35.41237222,1,"Asia and the Pacific","train",3,5,133,112,2657,372,5612,702,15,56,378,2,378,19,19
"8024",147.5001984,-35.41238022,1,"Asia and the Pacific","train",3,5,133,112,2657,372,5612,702,15,56,378,2,378,19,19
"8025",147.506404,-34.1684998,2,"Asia and the Pacific","train",1,5,240,114,5384,241,3889,507,16,61,201,0,201,19,19
"8026",147.506404,-34.1684998,3,"Asia and the Pacific","train",1,5,240,114,5384,241,3889,507,16,61,201,0,201,19,19
"8027",147.5131324,-34.16514401,2,"Asia and the Pacific","train",1,5,240,114,5384,241,3889,507,16,61,201,0,201,19,19
"8028",147.5131324,-34.16514401,10,"Asia and the Pacific","train",1,5,240,114,5384,241,3889,507,16,61,201,0,201,19,19
"8029",147.5150958,-33.64897411,19,"Asia and the Pacific","train",1,5,363,117,6855,207,3163,465,17,64,189,0,189,30,30
"8030",147.5150958,-33.64897411,38,"Asia and the Pacific","train",1,5,363,117,6855,207,3163,465,17,64,189,0,189,30,30
"8031",147.5150958,-33.64897411,60,"Asia and the Pacific","train",1,5,363,117,6855,207,3163,465,17,64,189,0,189,30,30
"8032",147.5233044,-33.34687636,1,"Asia and the Pacific","train",1,5,304,115,8400,212,4023,472,17,63,189,0,189,30,30
"8033",147.5233044,-33.34687636,5,"Asia and the Pacific","train",1,5,304,115,8400,212,4023,472,17,63,189,0,189,30,30
"8034",147.5240247,-32.08967777,25,"Asia and the Pacific","train",1,9,347,119,6040,198,2719,519,18,69,203,0,203,19,19
"8035",147.5327656,-34.86957488,4,"Asia and the Pacific","train",9,5,206,107,4441,278,4135,563,16,59,297,1,297,19,19
"8036",147.5327656,-34.86957488,5,"Asia and the Pacific","train",9,5,206,107,4441,278,4135,563,16,59,297,1,297,19,19
"8037",147.5497228,-34.32306925,4,"Asia and the Pacific","train",9,5,138,108,4493,277,4157,542,16,58,265,0,265,19,19
"8038",147.5497228,-34.32306925,6,"Asia and the Pacific","train",9,5,138,108,4493,277,4157,542,16,58,265,0,265,19,19
"8039",147.5497228,-34.32306925,9,"Asia and the Pacific","train",9,5,138,108,4493,277,4157,542,16,58,265,0,265,19,19
"8040",147.5511739,-32.98398163,2,"Asia and the Pacific","train",1,5,223,115,4688,228,3060,520,17,62,178,0,178,19,19
"8041",147.5511739,-32.98398163,3,"Asia and the Pacific","train",1,5,223,115,4688,228,3060,520,17,62,178,0,178,19,19
"8042",147.5542769,-34.43363001,5,"Asia and the Pacific","train",1,5,163,109,4405,286,4238,555,16,59,281,1,281,19,19
"8043",147.5627919,-32.32793612,11,"Asia and the Pacific","train",1,9,293,120,4182,217,3044,525,18,62,190,0,190,19,19
"8044",147.5700116,-34.44911391,5,"Asia and the Pacific","train",1,5,163,109,4405,286,4238,555,16,59,281,1,281,19,19
"8045",147.5700116,-34.44911391,10,"Asia and the Pacific","train",1,5,163,109,4405,286,4238,555,16,59,281,1,281,19,19
"8046",147.5755299,-32.55042653,1,"Asia and the Pacific","train",3,9,175,125,3828,264,3610,520,17,60,259,1,259,19,19
"8047",147.5755299,-32.55042653,5,"Asia and the Pacific","train",3,9,175,125,3828,264,3610,520,17,60,259,1,259,19,19
"8048",147.5784182,-34.16421339,2,"Asia and the Pacific","train",1,5,240,114,5384,241,3889,507,16,61,201,0,201,19,19
"8049",147.5784182,-34.16421339,3,"Asia and the Pacific","train",1,5,240,114,5384,241,3889,507,16,61,201,0,201,19,19
"8050",147.5792865,-32.78299811,2,"Asia and the Pacific","train",1,5,161,119,3697,282,3511,535,17,59,190,1,190,19,19
"8051",147.5792865,-32.78299811,3,"Asia and the Pacific","train",1,5,161,119,3697,282,3511,535,17,59,190,1,190,19,19
"8052",147.5846752,-32.10515484,45,"Asia and the Pacific","train",1,9,347,119,6519,198,2719,519,18,69,203,0,203,30,19
"8053",147.5846752,-32.10515484,54,"Asia and the Pacific","train",1,9,347,119,6519,198,2719,519,18,69,203,0,203,30,19
"8054",147.5872802,-32.25846059,31,"Asia and the Pacific","train",1,5,350,121,6043,204,3265,524,18,64,234,0,234,30,30
"8055",147.5905254,-32.78538117,7,"Asia and the Pacific","train",1,5,161,119,3612,282,3511,535,17,59,190,1,190,19,19
