"","LONGITUDE","LATITUDE","p_avg","GEO3major","data","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"8056",147.5922152,-33.41376314,3,"Asia and the Pacific","train",1,5,319,117,7667,212,3597,468,17,64,185,0,185,30,30
"8057",147.5922152,-33.41376314,4,"Asia and the Pacific","train",1,5,319,117,7667,212,3597,468,17,64,185,0,185,30,30
"8058",147.5929048,-33.09445837,2,"Asia and the Pacific","train",1,5,172,112,4273,237,3390,523,17,62,268,1,268,19,19
"8059",147.5929048,-33.09445837,8,"Asia and the Pacific","train",1,5,172,112,4273,237,3390,523,17,62,268,1,268,19,19
"8060",147.6004928,-33.09619899,5,"Asia and the Pacific","train",1,5,172,112,4273,237,3390,523,17,62,268,1,268,19,19
"8061",147.6015376,-33.69629536,2,"Asia and the Pacific","train",1,5,346,109,7094,212,3462,467,17,64,206,0,206,19,30
"8062",147.6015376,-33.69629536,6,"Asia and the Pacific","train",1,5,346,109,7094,212,3462,467,17,64,206,0,206,19,30
"8063",147.6167883,-32.86783647,20,"Asia and the Pacific","train",1,5,225,115,4341,249,3009,536,17,62,201,0,201,19,19
"8064",147.6289526,-34.24873794,4,"Asia and the Pacific","train",1,5,114,110,4376,261,3906,516,16,59,253,1,253,19,19
"8065",147.6289526,-34.24873794,6,"Asia and the Pacific","train",1,5,114,110,4376,261,3906,516,16,59,253,1,253,19,19
"8066",147.6289526,-34.24873794,9,"Asia and the Pacific","train",1,5,114,110,4376,261,3906,516,16,59,253,1,253,19,19
"8067",147.6353826,-34.6684947,6,"Asia and the Pacific","train",3,5,163,107,5143,297,4458,569,15,60,298,1,298,19,19
"8068",147.6353826,-34.6684947,21,"Asia and the Pacific","train",3,5,163,107,5143,297,4458,569,15,60,298,1,298,19,19
"8069",147.640732,-34.3383908,2,"Asia and the Pacific","train",1,5,149,111,4798,269,4321,527,16,57,270,0,270,19,19
"8070",147.640732,-34.3383908,4,"Asia and the Pacific","train",1,5,149,111,4798,269,4321,527,16,57,270,0,270,19,19
"8071",147.6425922,-33.3611988,3,"Asia and the Pacific","train",1,5,292,122,7459,217,5011,478,17,63,218,0,218,30,30
"8072",147.6425922,-33.3611988,25,"Asia and the Pacific","train",1,5,292,122,7459,217,5011,478,17,63,218,0,218,30,30
"8073",147.6433178,-32.72401632,6,"Asia and the Pacific","train",1,5,144,115,3612,275,3912,536,17,59,288,1,288,19,19
"8074",147.6439147,-33.10205272,2,"Asia and the Pacific","train",1,5,172,112,4273,237,3390,523,17,62,268,1,268,7,19
"8075",147.6439147,-33.10205272,3,"Asia and the Pacific","train",1,5,172,112,4273,237,3390,523,17,62,268,1,268,7,19
"8076",147.6542631,-34.15120667,3,"Asia and the Pacific","train",1,5,270,117,5259,238,3936,501,16,62,209,0,209,30,30
"8077",147.6542631,-34.15120667,6,"Asia and the Pacific","train",1,5,270,117,5259,238,3936,501,16,62,209,0,209,30,30
"8078",147.667721,-34.34457736,5,"Asia and the Pacific","train",1,5,149,111,5404,269,4321,527,16,57,270,0,270,19,19
"8079",147.6801426,-33.00516545,2,"Asia and the Pacific","train",1,5,218,115,3793,244,3461,533,17,62,185,0,185,19,27
"8080",147.6801426,-33.00516545,29,"Asia and the Pacific","train",1,5,218,115,3793,244,3461,533,17,62,185,0,185,19,27
"8081",147.681261,-33.24734465,2,"Asia and the Pacific","train",1,5,318,119,8113,214,3746,491,17,62,183,0,183,30,30
"8082",147.681261,-33.24734465,3,"Asia and the Pacific","train",1,5,318,119,8113,214,3746,491,17,62,183,0,183,30,30
"8083",147.6821929,-32.70707776,14,"Asia and the Pacific","train",1,5,144,115,3746,275,3912,536,17,59,288,1,288,19,19
"8084",147.6848861,-34.33357054,2,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8085",147.6848861,-34.33357054,7,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8086",147.7118216,-34.42064911,3,"Asia and the Pacific","train",3,5,193,110,5141,293,4144,528,16,58,256,1,256,19,19
"8087",147.7118216,-34.42064911,11,"Asia and the Pacific","train",3,5,193,110,5141,293,4144,528,16,58,256,1,256,19,19
"8088",147.7266133,-34.36179131,1,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8089",147.7266133,-34.36179131,2,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8090",147.7266133,-34.36179131,5,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8091",147.7266539,-34.35641626,3,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8092",147.7266539,-34.35641626,4,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8093",147.7266539,-34.35641626,14,"Asia and the Pacific","train",1,5,215,115,5404,261,3834,507,16,59,224,1,224,19,19
"8094",147.7398777,-33.74163165,1,"Asia and the Pacific","train",1,5,291,115,6993,236,3330,475,17,63,225,0,225,19,19
"8095",147.752174,-33.15457351,4,"Asia and the Pacific","train",1,5,327,112,5041,221,3308,516,17,66,195,0,195,7,7
"8096",147.752174,-33.15457351,8,"Asia and the Pacific","train",1,5,327,112,5041,221,3308,516,17,66,195,0,195,7,7
"8097",147.7522276,-33.15457318,10,"Asia and the Pacific","train",1,5,327,112,5041,221,3308,516,17,66,195,0,195,7,7
"8098",147.7522276,-33.15457318,11,"Asia and the Pacific","train",1,5,327,112,5041,221,3308,516,17,66,195,0,195,7,7
"8099",147.7547705,-34.43722823,6,"Asia and the Pacific","train",3,5,193,110,4455,293,4144,528,16,58,256,1,256,19,19
"8100",147.7567258,-33.59460838,3,"Asia and the Pacific","train",1,5,333,116,4982,230,3330,466,17,63,202,0,202,7,19
"8101",147.7616801,-34.76549454,4,"Asia and the Pacific","train",1,5,171,107,4110,299,4395,574,15,60,293,1,293,19,19
"8102",147.7616801,-34.76549454,10,"Asia and the Pacific","train",1,5,171,107,4110,299,4395,574,15,60,293,1,293,19,19
"8103",147.7787752,-32.98519598,3,"Asia and the Pacific","train",1,5,171,115,3920,274,3504,554,17,60,210,1,210,19,19
"8104",147.7809156,-32.98518261,3,"Asia and the Pacific","train",1,5,171,115,3920,274,3504,554,17,60,210,1,210,19,19
"8105",147.7813623,-34.30032921,2,"Asia and the Pacific","train",1,5,203,114,5327,266,4408,502,16,59,238,1,238,30,19
"8106",147.7813623,-34.30032921,7,"Asia and the Pacific","train",1,5,203,114,5327,266,4408,502,16,59,238,1,238,30,19
"8107",147.781632,-34.43595026,3,"Asia and the Pacific","train",1,5,182,109,4455,290,4328,520,16,59,275,1,275,19,19
"8108",147.781632,-34.43595026,7,"Asia and the Pacific","train",1,5,182,109,4455,290,4328,520,16,59,275,1,275,19,19
"8109",147.7821555,-32.62278384,2,"Asia and the Pacific","train",5,5,238,118,4156,247,4100,542,18,60,187,0,187,19,19
"8110",147.7821555,-32.62278384,6,"Asia and the Pacific","train",5,5,238,118,4156,247,4100,542,18,60,187,0,187,19,19
"8111",147.7832146,-34.94637242,3,"Asia and the Pacific","train",1,5,157,107,4197,265,4805,609,16,59,315,1,315,19,19
"8112",147.7832146,-34.94637242,7,"Asia and the Pacific","train",1,5,157,107,4197,265,4805,609,16,59,315,1,315,19,19
"8113",147.8034058,-33.30443137,9,"Asia and the Pacific","train",1,5,316,113,6399,227,3947,497,17,64,305,0,305,19,19
"8114",147.8034058,-33.30443137,10,"Asia and the Pacific","train",1,5,316,113,6399,227,3947,497,17,64,305,0,305,19,19
"8115",147.8050929,-34.94502108,5,"Asia and the Pacific","train",1,5,157,107,4197,265,4805,609,16,59,315,1,315,19,19
"8116",147.8050929,-34.94502108,6,"Asia and the Pacific","train",1,5,157,107,4197,265,4805,609,16,59,315,1,315,19,19
"8117",147.8238417,-33.15853973,5,"Asia and the Pacific","train",1,5,182,115,5041,237,3254,532,17,62,194,0,194,19,19
"8118",147.8278132,-34.9817486,13,"Asia and the Pacific","train",1,5,157,107,3376,265,4805,609,16,59,315,1,315,19,19
"8119",147.8278132,-34.9817486,19,"Asia and the Pacific","train",1,5,157,107,3376,265,4805,609,16,59,315,1,315,19,19
"8120",147.830711,-34.1015033,1,"Asia and the Pacific","train",1,5,243,115,6602,251,3932,519,16,61,211,0,211,30,30
"8121",147.830711,-34.1015033,4,"Asia and the Pacific","train",1,5,243,115,6602,251,3932,519,16,61,211,0,211,30,30
"8122",147.8440724,-34.47469992,1,"Asia and the Pacific","train",1,5,130,110,4330,344,4908,568,15,58,305,2,305,19,19
"8123",147.8440724,-34.47469992,6,"Asia and the Pacific","train",1,5,130,110,4330,344,4908,568,15,58,305,2,305,19,19
"8124",147.8440724,-34.47469992,9,"Asia and the Pacific","train",1,5,130,110,4330,344,4908,568,15,58,305,2,305,19,19
"8125",147.8442081,-32.71859405,35,"Asia and the Pacific","train",1,5,186,118,3810,270,3735,554,17,59,186,0,186,19,19
"8126",147.8494663,-34.46970272,7,"Asia and the Pacific","train",1,5,182,109,4330,290,4328,520,16,59,275,1,275,19,19
"8127",147.8494663,-34.46970272,8,"Asia and the Pacific","train",1,5,182,109,4330,290,4328,520,16,59,275,1,275,19,19
"8128",147.8527849,-34.52829546,3,"Asia and the Pacific","train",1,5,130,110,4330,344,4908,568,15,58,305,2,305,19,19
"8129",147.8527849,-34.52829546,7,"Asia and the Pacific","train",1,5,130,110,4330,344,4908,568,15,58,305,2,305,19,19
"8130",147.8564578,-32.04023414,8,"Asia and the Pacific","train",1,9,379,117,6179,208,2692,518,18,71,210,0,210,19,27
"8131",147.8564578,-32.04023414,9,"Asia and the Pacific","train",1,9,379,117,6179,208,2692,518,18,71,210,0,210,19,27
"8132",147.8613225,-32.83372973,5,"Asia and the Pacific","train",1,5,147,117,3805,292,3514,562,17,59,269,1,269,19,19
"8133",147.8613225,-32.83372973,8,"Asia and the Pacific","train",1,5,147,117,3805,292,3514,562,17,59,269,1,269,19,19
"8134",147.8734401,-34.02588496,3,"Asia and the Pacific","train",1,5,237,115,6286,266,4092,533,16,63,213,0,213,30,19
"8135",147.8734401,-34.02588496,32,"Asia and the Pacific","train",1,5,237,115,6286,266,4092,533,16,63,213,0,213,30,19
"8136",147.8819589,-33.70047409,1,"Asia and the Pacific","train",1,5,274,117,5178,270,3693,516,17,60,305,1,305,19,19
"8137",147.8819589,-33.70047409,8,"Asia and the Pacific","train",1,5,274,117,5178,270,3693,516,17,60,305,1,305,19,19
"8138",147.8902038,-34.0877484,3,"Asia and the Pacific","train",1,5,237,115,6653,266,4092,533,16,63,213,0,213,30,19
"8139",147.8902038,-34.0877484,4,"Asia and the Pacific","train",1,5,237,115,6653,266,4092,533,16,63,213,0,213,30,19
"8140",147.9022081,-34.81605048,4,"Asia and the Pacific","train",9,5,146,115,3153,427,5529,675,15,58,379,3,379,19,19
"8141",147.9071264,-32.95229961,3,"Asia and the Pacific","train",3,5,141,118,3999,288,3592,565,17,58,280,1,280,19,19
"8142",147.9071264,-32.95229961,37,"Asia and the Pacific","train",3,5,141,118,3999,288,3592,565,17,58,280,1,280,19,19
"8143",147.9082036,-33.95822882,1,"Asia and the Pacific","train",1,5,170,113,5507,281,4236,547,16,61,251,0,251,19,19
"8144",147.9082036,-33.95822882,2,"Asia and the Pacific","train",1,5,170,113,5507,281,4236,547,16,61,251,0,251,19,19
"8145",147.9089529,-34.06211614,2,"Asia and the Pacific","train",1,5,237,115,6653,266,4092,533,16,63,213,0,213,19,19
"8146",147.9089529,-34.06211614,3,"Asia and the Pacific","train",1,5,237,115,6653,266,4092,533,16,63,213,0,213,19,19
"8147",147.9089529,-34.06211614,7,"Asia and the Pacific","train",1,5,237,115,6653,266,4092,533,16,63,213,0,213,19,19
"8148",147.9117526,-34.33169469,6,"Asia and the Pacific","train",1,5,193,117,5574,281,4380,521,16,59,208,0,208,19,19
"8149",147.918865,-33.04648986,2,"Asia and the Pacific","train",10,5,196,115,4448,271,3752,556,17,59,230,1,230,19,19
"8150",147.918865,-33.04648986,7,"Asia and the Pacific","train",10,5,196,115,4448,271,3752,556,17,59,230,1,230,19,19
"8151",147.9207001,-32.59951888,4,"Asia and the Pacific","train",1,5,213,121,5540,244,4482,546,17,61,223,0,223,19,30
"8152",147.9238907,-34.13646916,1,"Asia and the Pacific","train",3,5,247,111,5072,269,3829,530,16,60,216,0,216,19,19
"8153",147.9238907,-34.13646916,8,"Asia and the Pacific","train",3,5,247,111,5072,269,3829,530,16,60,216,0,216,19,19
"8154",147.9239519,-33.01054423,3,"Asia and the Pacific","train",3,5,141,118,4448,288,3592,565,17,58,280,1,280,19,19
"8155",147.9247474,-34.13646271,5,"Asia and the Pacific","train",3,5,247,111,5072,269,3829,530,16,60,216,0,216,19,19
"8156",147.9247474,-34.13646271,14,"Asia and the Pacific","train",3,5,247,111,5072,269,3829,530,16,60,216,0,216,19,19
"8157",147.9367649,-32.99318467,4,"Asia and the Pacific","train",3,5,141,118,4448,288,3592,565,17,58,280,1,280,19,19
"8158",147.9367649,-32.99318467,21,"Asia and the Pacific","train",3,5,141,118,4448,288,3592,565,17,58,280,1,280,19,19
"8159",147.9414191,-32.6832639,1,"Asia and the Pacific","train",1,5,197,125,6323,259,3421,559,17,60,198,0,198,30,19
"8160",147.9414191,-32.6832639,11,"Asia and the Pacific","train",1,5,197,125,6323,259,3421,559,17,60,198,0,198,30,19
"8161",147.9683798,-32.308435,7,"Asia and the Pacific","train",1,9,312,122,6227,225,3508,544,18,65,164,0,164,19,27
"8162",147.9764286,-34.49241693,3,"Asia and the Pacific","train",1,5,151,107,3414,388,5245,624,15,59,365,2,365,19,19
"8163",147.9764286,-34.49241693,4,"Asia and the Pacific","train",1,5,151,107,3414,388,5245,624,15,59,365,2,365,19,19
"8164",147.9787973,-34.65099961,3,"Asia and the Pacific","train",7,5,134,107,2414,375,5298,636,15,58,365,2,365,19,19
"8165",147.9787973,-34.65099961,11,"Asia and the Pacific","train",7,5,134,107,2414,375,5298,636,15,58,365,2,365,19,19
"8166",147.9828037,-32.05460855,5,"Asia and the Pacific","train",1,9,314,122,6120,221,3483,531,18,68,205,0,205,19,30
"8167",147.9828037,-32.05460855,11,"Asia and the Pacific","train",1,9,314,122,6120,221,3483,531,18,68,205,0,205,19,30
"8168",147.9870864,-35.34142646,1,"Asia and the Pacific","train",10,5,135,113,2579,406,6121,898,14,58,385,5,385,19,19
"8169",147.9870864,-35.34142646,3,"Asia and the Pacific","train",10,5,135,113,2579,406,6121,898,14,58,385,5,385,19,19
"8170",147.9870864,-35.34142646,10,"Asia and the Pacific","train",10,5,135,113,2579,406,6121,898,14,58,385,5,385,19,19
"8171",147.9883514,-34.02506013,9,"Asia and the Pacific","train",1,5,165,117,5181,287,4092,555,16,61,246,0,246,19,19
"8172",147.9903706,-34.23002824,7,"Asia and the Pacific","train",1,5,166,112,4443,321,4329,567,16,59,290,1,290,19,19
"8173",147.9903706,-34.23002824,10,"Asia and the Pacific","train",1,5,166,112,4443,321,4329,567,16,59,290,1,290,19,19
"8174",147.9910903,-34.60472163,18,"Asia and the Pacific","train",1,5,127,103,2604,392,5427,631,15,59,363,1,363,19,19
"8175",147.9910903,-34.60472163,22,"Asia and the Pacific","train",1,5,127,103,2604,392,5427,631,15,59,363,1,363,19,19
"8176",147.997278,-32.01011136,7,"Asia and the Pacific","train",3,9,346,125,6073,217,3834,525,18,70,181,0,181,19,30
"8177",148.003526,-33.03230788,1,"Asia and the Pacific","train",1,5,191,113,4687,295,3999,574,17,59,228,0,228,19,19
"8178",148.003526,-33.03230788,6,"Asia and the Pacific","train",1,5,191,113,4687,295,3999,574,17,59,228,0,228,19,19
"8179",148.0040187,-34.91647954,6,"Asia and the Pacific","train",5,5,117,112,2611,430,6111,709,15,56,382,3,382,19,19
"8180",148.0040187,-34.91647954,7,"Asia and the Pacific","train",5,5,117,112,2611,430,6111,709,15,56,382,3,382,19,19
"8181",148.0066123,-35.49234353,1,"Asia and the Pacific","train",9,5,156,110,2237,688,10937,1089,13,56,504,4,504,18,7
"8182",148.0066123,-35.49234353,2,"Asia and the Pacific","train",9,5,156,110,2237,688,10937,1089,13,56,504,4,504,18,7
"8183",148.0066342,-34.85000166,4,"Asia and the Pacific","train",5,5,117,112,2705,430,6111,709,15,56,382,3,382,19,19
"8184",148.0066342,-34.85000166,7,"Asia and the Pacific","train",5,5,117,112,2705,430,6111,709,15,56,382,3,382,19,19
"8185",148.0079815,-34.36012229,2,"Asia and the Pacific","train",1,5,203,113,3870,318,4552,566,16,59,293,1,293,19,19
"8186",148.0079815,-34.36012229,8,"Asia and the Pacific","train",1,5,203,113,3870,318,4552,566,16,59,293,1,293,19,19
"8187",148.008057,-33.75236856,1,"Asia and the Pacific","train",1,5,154,110,3763,308,4298,559,16,59,328,1,328,7,7
"8188",148.008057,-33.75236856,6,"Asia and the Pacific","train",1,5,154,110,3763,308,4298,559,16,59,328,1,328,7,7
"8189",148.0089548,-34.62460309,4,"Asia and the Pacific","train",1,5,127,103,2701,392,5427,631,15,59,363,1,363,19,19
"8190",148.0089548,-34.62460309,6,"Asia and the Pacific","train",1,5,127,103,2701,392,5427,631,15,59,363,1,363,19,19
"8191",148.0106544,-32.02980695,23,"Asia and the Pacific","train",3,9,346,125,5326,217,3834,525,18,70,181,0,181,30,30
"8192",148.0116597,-35.49570946,2,"Asia and the Pacific","train",9,5,156,110,2237,688,10937,1089,13,56,504,4,504,18,7
"8193",148.0116597,-35.49570946,5,"Asia and the Pacific","train",9,5,156,110,2237,688,10937,1089,13,56,504,4,504,18,7
"8194",148.0162157,-34.00924929,4,"Asia and the Pacific","train",5,5,136,108,4189,353,4612,600,16,58,415,3,415,19,19
"8195",148.0162157,-34.00924929,6,"Asia and the Pacific","train",5,5,136,108,4189,353,4612,600,16,58,415,3,415,19,19
"8196",148.0162157,-34.00924929,7,"Asia and the Pacific","train",5,5,136,108,4189,353,4612,600,16,58,415,3,415,19,19
"8197",148.0273273,-32.25149884,4,"Asia and the Pacific","train",1,9,312,122,5931,225,3508,544,18,65,164,0,164,27,27
"8198",148.0321941,-35.22983986,5,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8199",148.0321941,-35.22983986,9,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8200",148.0339364,-35.23291768,8,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8201",148.0339364,-35.23291768,17,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8202",148.0349015,-34.00881391,5,"Asia and the Pacific","train",5,5,136,108,4189,353,4612,600,16,58,415,3,415,19,19
"8203",148.0349015,-34.00881391,6,"Asia and the Pacific","train",5,5,136,108,4189,353,4612,600,16,58,415,3,415,19,19
"8204",148.0357259,-35.26042999,4,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8205",148.0357259,-35.26042999,24,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8206",148.0362509,-35.26108371,9,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8207",148.0374513,-35.22933506,2,"Asia and the Pacific","train",3,5,126,114,2419,358,6808,837,15,58,506,3,506,19,19
"8208",148.0380234,-35.11881271,5,"Asia and the Pacific","train",1,5,157,116,2914,272,5741,752,15,58,373,2,373,19,19
"8209",148.0380234,-35.11881271,7,"Asia and the Pacific","train",1,5,157,116,2914,272,5741,752,15,58,373,2,373,19,19
"8210",148.042956,-35.21295868,16,"Asia and the Pacific","train",3,5,126,114,2564,358,6808,837,15,58,506,3,506,19,19
"8211",148.042956,-35.21295868,20,"Asia and the Pacific","train",3,5,126,114,2564,358,6808,837,15,58,506,3,506,19,19
"8212",148.0431758,-33.14373604,4,"Asia and the Pacific","train",1,5,252,113,6443,265,3974,552,17,60,212,0,212,19,19
"8213",148.0431758,-33.14373604,23,"Asia and the Pacific","train",1,5,252,113,6443,265,3974,552,17,60,212,0,212,19,19
"8214",148.0445891,-32.18757989,26,"Asia and the Pacific","train",1,9,290,123,6084,224,3940,538,18,67,244,0,244,30,30
"8215",148.0447938,-33.6655641,12,"Asia and the Pacific","train",1,5,197,116,5940,270,3983,539,17,60,275,1,275,30,7
"8216",148.0460602,-34.67716869,1,"Asia and the Pacific","train",7,5,134,107,2546,375,5298,636,15,58,365,2,365,19,19
"8217",148.0460602,-34.67716869,3,"Asia and the Pacific","train",7,5,134,107,2546,375,5298,636,15,58,365,2,365,19,19
"8218",148.0466298,-32.05978086,31,"Asia and the Pacific","train",1,9,314,122,5829,221,3483,531,18,68,205,0,205,30,30
"8219",148.0519807,-35.08452782,1,"Asia and the Pacific","train",8,5,147,117,2914,313,5786,748,15,58,413,3,413,19,19
"8220",148.0519807,-35.08452782,4,"Asia and the Pacific","train",8,5,147,117,2914,313,5786,748,15,58,413,3,413,19,19
"8221",148.0533212,-35.08214477,1,"Asia and the Pacific","train",8,5,147,117,2914,313,5786,748,15,58,413,3,413,19,19
"8222",148.0533212,-35.08214477,12,"Asia and the Pacific","train",8,5,147,117,2914,313,5786,748,15,58,413,3,413,19,19
"8223",148.0544972,-35.22950334,3,"Asia and the Pacific","train",3,5,118,116,2419,380,6094,875,15,58,458,5,458,19,19
