NO.,Databases,Original.reference,Year,LONGITUDE,LATITUDE,MAT,MAP,AI,ELEVATION,VEGETATION,DEPTH,CLAY,SILT,SAND,BDENSITY,PH,CEC,SOC,TN,C_N,TOTAL_P
1673,He Hedley_P search,"Qin etal., 2019_W",2019,115.8185727,28.86019347,17.5,1700,1.1583,,FOREST,2.5,46,223,731,,5.21,,7.9,,,320.01
3915,Hou unpublished,Soval-Perez et al. 2009,2009,-105.01667,19.48333,26,849,0.5059,139,Forest,5,,,,,5.87,,26.7,2.65,10.0754717,320
3925,Hou unpublished,Liu et al. 2010,2010,108.6771,24.44781,20.9,1512,1.2009,203,Forest,0,,,,,7.34,,21.72,1.5,14.48,320
5624,"Wang et al., 2021","Li et al., 2007",2007,117.4333,26.1916,19.1,1749,,,FOREST,5,,,,1.23,4.62,,29.8,1.15,,320
3922,Hou unpublished,Zhang et al. 2014,2014,108.46986,26.74014,16.3,1166,0.9664,663,Forest,25,716.4,,,1.26,4.78,,10.6,0.81,13.08641975,320
5623,"Wang et al., 2021","Zhang et al., 2019",2019,113.3,28.4,17.3,1416.4,,,FOREST,7.5,,,,,4.68,,29.7,2.33,,320
6096,"Yan et al., 2018",Li et al. 2015,2015,117.35,30.02,14.9,1700,,,FOREST,10,,,,,,,,,,320
3924,Hou unpublished,"Bowman and Cole, 1978",1978,-96.41585,36.29285,15.2,944,0.7039,257,GRASSLAND,0,,,,,5.7,,32,,,320
3923,Hou unpublished,Yue 2007,2007,108,37.45,6.9,370,0.3805,1644,Forest,80,,,,,8.29,,4.23,0.18,23.5,320
3919,Hou unpublished,Ren et al. 2012,2012,117.525,41.375,6.2,490,0.5365,760,Forest,10,,,,,,,19.5,1.58,12.34177215,320
3917,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,10,,,,1.26,6.68,,19.5,1.58,12.34177215,320
3918,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,10,,,,1.1,6.16,,28.4,1.88,15.10638298,320
3921,Hou unpublished,Willms et al. 2002,2002,-110.46667,49.11667,4.7,309,0.3533,910,GRASSLAND,1.6,,,,,,,13.4,1.44,9.305555556,320
3916,Hou unpublished,"Slingsby and Brown, 1977",1977,-5.20416,49.96861,9.8,1079,1.8147,66,,7.5,,,,,,,69.61,,,320
2544,"Hou et al., 2018","Roberts et al., 1985",1985,-105.40627,52.87638,0.64,417,0.4725,462.5,GRASSLAND,24.5,230,400,370,,6.6,,4.8,0.4,,320
3920,Hou unpublished,Naylor et al. 1996,1996,-1.18,54.24333,8.1,760,1.2683,226,GRASSLAND,10,,,,,,,27.84,,,320
839,"Augusto et al., 2017","Quesada et al., 2010",2010,-70.3,-3.7,25.84,2723,2.4052,109,FOREST,15,421.2,372.5,206.3,1.358145473,4.5,6.21,12.3,1.5,8.18,319.87
5625,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,6.4548,0.8022,,319.3
2003,Additional search,"Br¨¦doire et al., 2016",2016,85.75,54.39,2.3,432.3,,,FOREST,100,,,,,,,,,,319.2
5626,"Wang et al., 2021","Liu et al., 2020",2020,111.7899944,41.742175,4.25659325,293.5564447,,,GRASSLAND,5,7.70697,137.40737,854.88563,1.352796152,9.26,,5.57344396,,,319.039451
5627,"Wang et al., 2021","Liu et al., 2020",2020,107.9290778,39.15381944,7.577538609,276.9515612,,,GRASSLAND,5,0.67201,138.21314,861.11486,1.465466667,9.56,,11.84632461,,,318.965517
3926,Hou unpublished,Tan 2011,2011,107.01667,34.30833,11.6,711,0.7097,1047,Forest,10,,,,,6.07,,12.02,1.28,9.390625,318.68
1481,"Deng et al., 2017","Zhang et al., 2012",2012,103.008,29.95,17.5,1397,,,FOREST,30,,,,1.2727384,,,,,,318.232936
840,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,3.5,120,,,1.57,5.2,,15.81,0.592526487,26.6823515,318.04
841,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,10,120,,,1.57,4.6,,5.797,0.449721039,26.6823515,317.71
1674,He Hedley_P search,"Detmann etal., 2019",2019,-44.33333333,-19.33333333,20.70833337,1316,0.9166,,SAVAN,OTHER,400,,,,4.9,,16.14849188,1.54,10.48603369,317.02
3927,Hou unpublished,Hou et al. 2012,2012,112.84639,22.87528,22.6,1583,1.2336,4,Forest,13,,,,,4.1,,12.9,0.6,21.5,317
3928,Hou unpublished,Hou et al. 2012,2012,112.99222,23.07639,22.4,1682,1.3048,11,Forest,1.5,,,,,3.9,,34.7,2.8,12.39285714,317
2545,"Hou et al., 2018",Lloyd et al. 2015,2015,-52.0755,-14.7619,25.3,1510,0.9628,280,FOREST,15,450,80,470,,4.2,,15.9,1.1,,316.1
842,"Augusto et al., 2017","Esberg et al., 2010",2010,30.07,-29.37,14.8,988,0.5589,1300,FOREST,40,600,200,200,1.109043921,5.9,,29.3,1.6,18.3125,315.9
5628,"Wang et al., 2021","Chen et al., 2016",2016,95.82871111,34.13008333,-1.84,361.6666565,,,GRASSLAND,5,,,,,8.53,,11.10328264,1.351782979,,315.350219
843,"Augusto et al., 2017","Dieter et al., 2010",2010,-79.85,9.15,27,2600,1.4287,48,FOREST,4.5,600,200,200,1.212840593,5.93,,21.73,2.38,9.130252101,315
3929,Hou unpublished,Kong et al. 2011,2011,116.7,43.63333,1.5,336,0.4062,1196,GRASSLAND,10,,,,,,,,1.8,,315
1431,"Deng et al., 2017","Liu et al., 2005",2005,117.25,28.5,15,1478,,,FOREST,40,,,,1.26,4.621666667,,,,,314.8809524
2004,Additional search,"Esberg et al., 2010",2010,30.11666667,-29.61666667,14.8,988,,,FOREST,45,,,,,,,,,,314.5
1675,He Hedley_P search,"Gallardo etal., 2020_B",2020,-16.60555556,28.26861111,13.77,706.43,0.2205,1291.67,FOREST,OTHER,150,,,,6.166666667,,25.03502167,2.023046105,12.37491405,314.38
2005,Additional search,"Kho et al., 2001",2001,2.270833333,13.39722222,,,,,,27.5,123,,842,,5.6,2.76,0.173,0.131,,314
5629,"Wang et al., 2021","Wang et al., 2008",2008,116.19,29.01,17.6,1500,,,WETLAND,15,,,,,,,7.54,0.92,,314
845,"Augusto et al., 2017","Araujo et al., 2004",2004,-40.17,-7.82,26,585,0.3766,545,SHRUBLAND,27.5,183,159,658,1.5,6,2,0.3,,,313.9
5630,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,8.6904,1.078,,313.1
3931,Hou unpublished,Piccolo and Huluka 1986,1986,38.5,9.05,15.8,1135,0.7232,2411,Forest,80,690,160,150,,7.8,,6.9,,,313
3930,Hou unpublished,Tan et al. 2015,2015,113.427,22.357,22.7,1699,1.3798,3,Forest,13.5,358.8,207.8,433.4,,4.5,,12.96,0.88,14.72727273,313
5631,"Wang et al., 2021","Liu et al., 2020",2020,112.7836083,42.63006111,5.508100853,219.899793,,,GRASSLAND,5,4.55666,283.6818,711.76154,1.424495806,9.6,,6.728682385,,,312.944523
2547,"Hou et al., 2018","Lin et al., 2014",2014,117.87,26.92,18.5,1756,1.2831,430,FOREST,5,200,,,,5,,1,,,312.8
846,"Augusto et al., 2017","Levy & Schlesinger, 1999",1999,-104.723982,40.826791,8.6,362,0.2128,1606,GRASSLAND,5,200,,,1.34,7.6,,0.4,,14,312.8
3932,Hou unpublished,Lin 2015,2015,117.5,26.65,18.1,1792,1.5728,480,Forest,5,,,,0.9,,,25,1.8,13.88888889,312.75
3933,Hou unpublished,"Troelstra et al., 1990b",1990,6.63115,52.99609,8.7,789,1.1688,14,SHRUBLAND,2.5,,,,0.5,4,,135,6.06,22.27722772,312.75
847,"Augusto et al., 2017","Levy & Schlesinger, 1999",1999,-81.38,25.87,23.3,1337,0.7103,7,WETLAND,5,130,,,0.31,5.7,,8,,14.6,312.3
3934,Hou unpublished,"Troelstra et al., 1990b",1990,6.63115,52.99609,8.7,789,1.1688,14,SHRUBLAND,2.5,,,,0.46,4.1,,138,5.7,24.21052632,312.23
848,"Augusto et al., 2017","Ruckamp et al., 2010",2010,-56.25,-16.35,24,1400,0.8799,128,WETLAND,5,160,,,1.34,5.6,,0.4,,14.8,312
2006,Additional search,"Auxtero et al., 2014",2014,15.16602778,-12.33175,,,,1700,SAVAN,9,350,,,,4.6,7.6,17.4,,,312
6016,"Yan et al., 2018","Jara and Campo, 2009",2009,-98.68,18.33,24.5,839,,,FOREST,10,,,,,,,,,,312
1482,"Deng et al., 2017","Zhao et al., 2015",2015,118.3,37.25,8.6,505,,,FOREST,60,,,,1.564626553,,,,,,312
1361,"Deiss et al., 2018",Turner et al. 2014,2014,169.069231,-43.818507,11.3,1958.5,,3,FOREST,20,13.93816523,0.5,985.5,,4.7,,9.1,0.7,,311
3935,Hou unpublished,Yan 2008,2008,106.63333,29.85,16.8,1138,1.1527,602,Forest,2.5,,,,0.64,4.01,,65.93,3.08,21.40584416,311
3936,Hou unpublished,Sharpley and Smith 1983,1983,-93.5,42,8.7,842,0.8396,296,GRASSLAND,82.5,,,,,,,,,,311
3937,Hou unpublished,"Sparling et al., 1994",1994,174.96483,-41.18175,12.5,1566,1.6586,155,SHRUBLAND,7.5,390,340,260,,4.8,,52,3,17.33333333,310
5635,"Wang et al., 2021","Sparling et al., 1994",1994,174.97,-41.18,,,,,FOREST,7.5,,,,,,,52,3,,310
3944,Hou unpublished,Piccolo and Huluka 1986,1986,38.41667,6.96667,19.1,1100,0.6696,1748,SAVAN,47,200,375,425,,6.3,,7,,,310
2008,Additional search,"Kho et al., 2001",2001,2.270833333,13.39722222,,,,,,7.5,73,,889,,6,2.29,0.259,0.164,,310
3941,Hou unpublished,Li et al. 2007,2007,112.6667,22.38333,22.6,1296,1.0658,17,Forest,20,,,,,4.39,,9.19,0.68,13.51470588,310
3949,Hou unpublished,Liu et al. 2010,2010,108.6771,24.44781,20.9,1512,1.2009,203,Forest,0,,,,,6.48,,17.74,1.11,15.98198198,310
3938,Hou unpublished,Zhu 2009,2009,118.05833,24.825,20.9,1320,1.1496,139,Forest,15,,,,1.29,,,15.05,1.35,11.14814815,310
5636,"Wang et al., 2021","Raghubanshi et al., 1991",1991,82.6333,25.5333,27.5,820,,,FOREST,5,,,,1.51,6.2,,20,1.6,,310
3939,Hou unpublished,Lin 2015,2015,117.46667,26.18333,19.2,1658,1.2743,329,Forest,5,,,,1.14,,,38.15,1.58,24.14556962,310
3940,Hou unpublished,Lin 2015,2015,117.6,26.31667,18.6,1709,1.37,437,Forest,5,,,,1.32,,,23.53,0.77,30.55844156,310
5633,"Wang et al., 2021","Zhang et al., 2019",2019,113.3,28.4,17.3,1416.4,,,FOREST,22.5,,,,,4.82,,22.37,1.57,,310
850,"Augusto et al., 2017","Chen et al., 2010",2010,115.8,28.75,17.5,1700,1.1894,55,FOREST,7.5,280,,,1,4.48,,9.3,0.75,12.4,310
5632,"Wang et al., 2021","Chai et al., 2015",2015,103.6036,39.0427,7.4,110,,,DESERT,35,,,,,,,124.06,,,310
3942,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,30,,,,1.12,6.75,,21.26,1.12,18.98214286,310
3945,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.39,6.25,,13.31,1.07,12.43925234,310
3947,Hou unpublished,Sharpley and Smith 1983,1983,-93.5,42,8.7,842,0.8396,296,GRASSLAND,67.5,,,,,,,,,,310
3943,Hou unpublished,Yang 2013,2013,130.5,43.35,2.1,656,0.8877,685,Forest,30,,,,1.15,5.35,,9.69,0.6,16.15,310
3946,Hou unpublished,Yang 2013,2013,130.5,43.35,2.1,656,0.8877,685,Forest,50,,,,1.4,5.37,,13.93,0.68,20.48529412,310
5634,"Wang et al., 2021","Gong et al., 2019",2019,123.7333,44.6666,6.4,470,,,FOREST,7.5,,,,,8.14,,16.5,2.18,,310
2007,Additional search,"Widdig et al., 2020",2020,-93.21,45.43,,,,270,GRASSLAND,7.5,,,,,5.27,,9.4,0.7,,310
1677,He Hedley_P search,"Zhang etal., 2016_BFS",2016,112.5,23.2,21,1927,1.4185,,FOREST,5,310,,,,3.78,,37.74,2.15,17.55348837,309.65
851,"Augusto et al., 2017","Shiels & Sanford, 2001",2001,-105.583,39.633,-0.8,682,0.4954,3400,TUNDRA,5,90,,,1.072287591,5.7,,32.18072,1.85658,17.33333333,309.43
853,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,72,120,,,1.57,5.9,,1.054,,,308.41
854,"Augusto et al., 2017","Chacon et al., 2005",2005,-64.75,8,27.4,1333,0.6739,113,FOREST,5,260,,,1.217614886,6,,21.4,1.726363343,12.396,308.38
3950,Hou unpublished,Udo and Ogunwale 1977,1977,4,7,27.2,1470,0.9392,74,FOREST,50,628,164,200,,5.6,,0.64,,,308
5637,"Wang et al., 2021","Chen et al., 2016",2016,91.33416667,31.50013889,-1.503,481.1000061,,,GRASSLAND,5,,,,,7.92,,7.377118048,1.049999999,,307.701411
2548,"Hou et al., 2018",Feng et al. 2016,2016,114.856,43.9921,1.15,245.54,0.1715,1126,GRASSLAND,5,104.6,175.7,728.44,1.6211,8.0367,,7.02022253,0.94663938,,307.02
2549,"Hou et al., 2018",McClintock et al. 2015,2015,-65.8159,18.3183,22.5,3870,1.2623,582,FOREST,10,540,,,,5,,36,,,307
1679,He Hedley_P search,"Baumann et al., 2017_SBB",2017,13.81010278,53.04458611,8.50000001,569,0.6941,,FOREST,OTHER,954.5,17.5,28,,5.275,,10,1,13,306.9
2009,Additional search,"Zhou et al., 2019",2019,-137.6238,66.0272,,,,,TUNDRA,2.5,,,,,4.38,,6.11,3.26,,306.28
3951,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,Forest,50,,,,,5.75,,3.39,1.19,2.848739496,305.73
5638,"Wang et al., 2021","Liu et al., 2020",2020,117.9177028,45.70292222,-0.901406887,366.9769731,,,GRASSLAND,5,5.73507,148.19478,846.07014,1.367517552,9.62,,13.86815905,,,305.691057
5639,"Wang et al., 2021","Liu et al., 2020",2020,115.9071972,44.07889722,2.523094341,267.7964301,,,GRASSLAND,5,7.7849,93.39734,898.81775,1.328927236,9.09,,10.14312625,,,305.410122
855,"Augusto et al., 2017","Quesada et al., 2010",2010,-72.9,-3.3,26.21,2754,2.7016,123,FOREST,15,472.6,143.6,383.8,1.300447997,4.55,3.77,15.9,1.7,9.35,305.33
1680,He Hedley_P search,"Fu etal., 2020_C",2020,101.4716667,25.4025,16,846,0.5986,,FOREST,OTHER,272,,,0.99,4.19,,0.69,,,305.1
3952,Hou unpublished,Luo 2014,2014,117.56667,27.33333,18.7,1814,1.4861,249,Forest,30,,,,,4.45,,4.44,0.46,9.652173913,305.07
5641,"Wang et al., 2021","Corstanje et al., 2007",2007,-80.4,26.28,,,,,WETLAND,5,,,,0.08,,,358,26.8,,305
5640,"Wang et al., 2021","Joergensen et al., 1995",1995,10.5,52.25,7,900,,,FOREST,5,,,,,4.1,,57,2.40002,,305
857,"Augusto et al., 2017","Araujo et al., 2004",2004,-40.17,-7.82,26,585,0.3766,545,SHRUBLAND,6,195,159,646,1.5,6,3.6,1,0.174658968,17,303.8
5642,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,16.7796,1.4882,,303.8
858,"Augusto et al., 2017","Levy & Schlesinger, 1999",1999,-78.9,36,14.6,1150,0.8255,134,FOREST,5,260,,,0.31,5,,0.8,,14.6,303.7
3953,Hou unpublished,Hou et al. 2012,2012,112.99222,23.07639,22.4,1682,1.3048,11,Forest,13,,,,,4.2,,10.4,0.9,11.55555556,303
3954,Hou unpublished,Zhang et al. 2011,2011,119.55833,30.63333,16.2,1285,1.1752,51,Forest,20,,,,,,,,1.34,,302.83
2550,"Hou et al., 2018",Jien et al. 2016,2016,121.59,24.5141,10,3200,3.6013,1960,FOREST,28.15,587,388,25,,4.44,,16.9,,,302.7
5643,"Wang et al., 2021","Chen et al., 2016",2016,90.11264722,31.40011111,-0.719,421.8916626,,,GRASSLAND,5,,,,,7.46,,13.07928111,1.450000001,,302.493283
3955,Hou unpublished,Udo and Ogunwale 1977,1977,3,6.5,27.2,1420,1.001,17,FOREST,5,81,222,697,,4.5,,40.6,,,302
859,"Augusto et al., 2017","Sharpley et al., 2004",2004,-97,35.7,15.7,1200,0.5459,296,GRASSLAND,2.5,140,,,1.332150534,5.6,,13.9,0.992857143,14,302
860,"Augusto et al., 2017","Crews & Brookes, 2014",2014,-0.356,51.81,9.7,668,0.8849,115,GRASSLAND,57.5,275,150,575,1.34,6.2,,1,,,302
1681,He Hedley_P search,"Baumann et al., 2019_G",2019,13.51221944,54.56310833,8.266666689,548,0.7441,,GRASSLAND,OTHER,,,,,7.1,,13.3,0.4,,301.8
2551,"Hou et al., 2018",Jien et al. 2016,2016,121.598,24.5143,10,3200,3.5177,1858,FOREST,16,411,437,152,,4.25,,23.4,,,301.1
3956,Hou unpublished,Sharpley and Smith 1983,1983,-89,33.5,16.7,1417,1.0293,107,SHRUBLAND,67.5,,,,,,,,,,301
861,"Augusto et al., 2017","Trasar et al., 1990",1990,-8.13,42.586,11.9,1345,1.547,600,FOREST,10,140,680,180,0.826231771,7.94,,55.1,4,13.775,301
5644,"Wang et al., 2021","Chen et al., 2016",2016,84.12060833,32.28341204,0.553,328.875,,,GRASSLAND,5,,,,,9.28,,3.343152919,0.623333333,,300.41158
5645,"Wang et al., 2021","Liu et al., 2020",2020,116.6933583,43.57668333,1.998335019,320.3673556,,,GRASSLAND,5,7.47062,124.78012,867.74927,1.239333333,8.73,,11.76422477,,,300.319489
862,"Augusto et al., 2017","Pare & Bernier, 1989",1989,-70.984,45.878,3.6,997,1.3796,391,FOREST,5,190,,,1.57,3.8,,1.8,,19.71923514,300.13
3965,Hou unpublished,"Sparling et al., 1994",1994,174.96483,-41.18175,12.5,1566,1.6586,155,Forest,17.5,670,210,120,,4.9,,24,0.9,26.66666667,300
5647,"Wang et al., 2021","Sparling et al., 1994",1994,174.97,-41.18,,,,,FOREST,17.5,,,,,,,24,0.9,,300
2010,Additional search,"Auxtero et al., 2014",2014,17.67475,-14.78180556,,,,1024,SAVAN,5.5,416,,,,6.2,18.3,16.9,,,300
863,"Augusto et al., 2017","Sugihara et al., 2014",2014,13.267,4.517,23.5,1450,1.1036,685,SAVAN,15,370,,,1.31,4.7,7.8,14.5,0.9,15.3,300
5660,"Wang et al., 2021","Garc¨ªa-Oliva et al., 2006",2006,-105.166,19.4833,24.6,741,,,FOREST,2.5,,,,,6.8,,29,1.9,,300
5648,"Wang et al., 2021","Singh et al., 2010",2010,83.11,24.2977,22,1155,,,FOREST,7.5,,,,1.2,6.5,,25,1.5,,300
3969,Hou unpublished,Liu et al. 2010,2010,108.6771,24.44781,20.9,1512,1.2009,203,Forest,0,,,,,6.18,,16.77,2.13,7.873239437,300
5654,"Wang et al., 2021","Singh et al., 2010",2010,82.75,25.1666,22,821,,,FOREST,7.5,,,,1.4,6.4,,22.5,0.95,,300
6064,"Yan et al., 2018",Lal et al. 2001,2001,83.6,27.29,26.1,1055,,,FOREST,10,,,,,,,,,,300
3970,Hou unpublished,Yong et al. 2012,2012,106.36667,29.75,18.1,1088,0.9797,368,Forest,0,,,,,,,17.85,0.63,28.33333333,300
3962,Hou unpublished,Feng et al. 2012,2012,108.409,30.808,18.2,1208,1.0911,209,Forest,10,,,,,3.84,,17,1.72,9.88372093,300
3967,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.19,6.88,,20.77,0.77,26.97402597,300
865,"Augusto et al., 2017","Cassagne et al., 2000",2000,2,42.7,4.6,850,1.1083,2010,FOREST,27.5,70,,,1.03769277,5.3,,35,1.7,20.58823529,300
6083,"Yan et al., 2018",Li et al. 2013,2013,120.68,42.92,6.4,362,,,FOREST,10,,,,,,,,,,300
866,"Augusto et al., 2017","Boldeskul, 2002",2002,131.983,43.15,5.3,750,0.7921,285,FOREST,120,170,,,1.5782,5.3,,0,,,300
3963,Hou unpublished,Yang 2013,2013,130.5,43.35,2.1,656,0.8877,685,Forest,10,,,,1.14,5.53,,20.67,1.43,14.45454545,300
3968,Hou unpublished,Larcheveque et al. 2006,2006,5.30167,43.48617,13.3,624,0.6498,179,SHRUBLAND,0,282,500,124,1.4,7.96,,32.48,2.9,11.2,300
3964,Hou unpublished,Larcheveque et al. 2008,2008,5.30167,43.48617,13.3,624,0.6498,179,SHRUBLAND,12.2,294,466,101,1.4,8,,40,3.1,12.90322581,300
3957,Hou unpublished,Lu et al. 2015,2015,116.7,43.63333,1.5,336,0.4062,1196,GRASSLAND,5,24,339,637,1.4,7.3,,19,1.8,10.55555556,300
3958,Hou unpublished,Lu et al. 2015,2015,116.7,43.63333,1.5,336,0.4062,1196,GRASSLAND,5,25,337,638,1.3,7.2,,22.2,2.2,10.09090909,300
3959,Hou unpublished,Lu et al. 2015,2015,116.7,43.63333,1.5,336,0.4062,1196,GRASSLAND,5,25,330,644,1.2,7.1,,23.7,2.3,10.30434783,300
3960,Hou unpublished,Lu et al. 2015,2015,116.7,43.63333,1.5,336,0.4062,1196,GRASSLAND,5,25,334,641,1.2,7.2,,25.2,2.3,10.95652174,300
3966,Hou unpublished,Lv 2006,2006,127.53333,45.38333,1.7,668,0.813,424,Forest,22.5,,,,1.23,5.6,,13.17,2.54,5.18503937,300
5646,"Wang et al., 2021","Wengdu et al., 2010",2010,119.6875,48.46111111,,,,,GRASSLAND,10,,,,1.07,6.85,,,1.74,,300
3961,Hou unpublished,"Slingsby and Brown, 1977",1977,-5.20416,49.96861,9.8,1079,1.8147,66,,7.5,,,,,,,145.01,,,300
864,"Augusto et al., 2017","Nikonov, 1979",1979,34.67,67.64,-0.7,490,0.9494,190,FOREST,24,70,,,1.76,3.62,3.77,5.7,0.3,19,300
5661,"Wang et al., 2021","Chen et al., 2016",2016,92.74906667,34.590975,-4.565,350.25,,,GRASSLAND,5,,,,,8.75,,5.666897978,0.761854873,,299.46835
2011,Additional search,"Esberg et al., 2010",2010,30.13333333,-30.1,15.7,942,,,FOREST,45,,,,,,,,,,299.2
867,"Augusto et al., 2017","Esberg et al., 2010",2010,30.08,-29.66,15.7,942,0.6063,1332,FOREST,45,600,200,200,1.16254799,5.9,,25.3,1.6,15.8125,299.2
1682,He Hedley_P search,"Qin etal., 2019_W",2019,115.8171511,28.8589382,17.5,1700,1.1583,,FOREST,2.5,337,324,338,,4.06,,15.1,,,299.19
2552,"Hou et al., 2018",Jien et al. 2016,2016,121.575,24.5158,10,3200,3.4789,2021,FOREST,33.5,563,276,161,,3.81,,9.2,,,299.1
5662,"Wang et al., 2021","Aponte et al., 2010",2010,-5.5941,36.1627,16.6,972.3,,,FOREST,10,192,,634,,,,42.8,2.8,,299.1
1348,"Deiss et al., 2018",Turner et al. 2007,2007,170.2172222,-43.33833333,10.8,3706,,265,FOREST,10,70,560,360,,3.94,,125.7,5.23,,299
3971,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,10,,,,,4.7,,13.39,1.2,11.15833333,299
868,"Augusto et al., 2017","Khan & Joergensen, 2012",2012,9.837,51.446,8.6,670,0.9615,246,FOREST,15,60,390,550,0.800250141,3.9,,58,2.367346939,24.5,299
5663,"Wang et al., 2021","Chen et al., 2016",2016,87.24920556,31.78355093,0.57,365.396759,,,GRASSLAND,5,,,,,9.076666667,,6.673818739,0.873333333,,298.959134
1473,"Deng et al., 2017","Yeates and Saggar, 1998",1998,169.75,-45.83333333,14.2,1355,,,FOREST,10,,,,1.197653916,4.250410007,,,,,298.9177385
2012,Additional search,"Sugihara et al., 2017",2017,12,5,,,,,SAVAN,30,578,,,1.3,4.9,,9.2,0.07,,298.9
5665,"Wang et al., 2021","Singh et al., 2001",2001,87.3,26.8333,23,2221,,,FOREST,5,160,260,580,1.23,5.7,,,1.9,,298
5664,"Wang et al., 2021","Joergensen et al., 1995",1995,10.5,52.25,7,900,,,FOREST,5,,,,,3.8,,108.99996,4.69994,,298
869,"Augusto et al., 2017","Schoneau et al., 1989",1989,-107.5,52.8,1,425,0.4835,596,FOREST,8,96,655,249,1.57,5,,1.6,,17.6376,298
3972,Hou unpublished,Luo 2014,2014,117.56667,27.33333,18.7,1814,1.4861,249,Forest,30,,,,,4.34,,3.33,0.28,11.89285714,297.8
5666,"Wang et al., 2021","Aponte et al., 2010",2010,-5.5941,36.1627,16.6,972.3,,,FOREST,10,131,,678,,,,39.5,3.2,,297.8
5667,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,11.4708,1.036,,297.6
5668,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,7.1028,0.9198,,297.6
5669,"Wang et al., 2021","Wang et al., 2008",2008,116.19,29.01,17.6,1500,,,WETLAND,15,,,,,,,10.57,1.21,,297
3973,Hou unpublished,Tan 2011,2011,107.01667,34.30833,11.6,711,0.7097,1047,Forest,30,,,,,5.81,,15.21,0.87,17.48275862,296.7
3974,Hou unpublished,Tan 2011,2011,107.01667,34.30833,11.6,711,0.7097,1047,SHRUBLAND,50,,,,,5.83,,22.5,2.82,7.978723404,296.7
3975,Hou unpublished,Sparling et al. 2003,2003,175.77988,-40.94878,12.5,1026,1.1365,163,Forest,5,,,,1.19,5.5,,25.46,2.08,12.24038462,296.64
870,"Augusto et al., 2017","Resende et al., 2011",2011,-47.883,-15.933,20.8,1470,0.9984,1100,SAVAN,35,410,,,1.284919513,5.01,,16.9,0.7,24,296
3976,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,Forest,50,,,,,5.61,,5.47,0.49,11.16326531,295.54
871,"Augusto et al., 2017","Araujo et al., 2004",2004,-40.17,-7.82,26,585,0.3766,545,SHRUBLAND,60.5,239,139,622,1.5,5.7,1.6,0.2,,,295.4
5670,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,7.9932,0.9324,,294.5
3977,Hou unpublished,Zhou et al. 2011,2011,105.7075,26.23417,16,1265,1.1278,1264,Forest,30,,,,,,,24.36,2.13,11.43661972,294.12
2013,Additional search,"Kho et al., 2001",2001,2.270833333,13.39722222,,,,,,65,138,,825,,5.8,3.46,0.138,0.118,,294
5671,"Wang et al., 2021","Chen et al., 2016",2016,91.68755833,31.08335648,-0.612,494.8833313,,,GRASSLAND,5,,,,,6.663333333,,15.07159117,1.560000001,,293.915441
872,"Augusto et al., 2017","Pare & Bernier, 1989",1989,-70.738,45.656,3.1,1007,1.4398,506,FOREST,5,130,,,1.57,5.5,,3.4,,19.67602728,293.72
3980,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,10,120,700,180,,4.65,,14.3,,,293
3978,Hou unpublished,Logathan and Sutton 1987,1987,6.87744,5.13471,26.3,2337,1.499,44,,10,120,700,180,,4.65,,14.3,,,293
4719,"Hou et al., 2020","Newbery et al., 2002",2002,9.0405,5.285,24.76,2798,1.7974,374,Forest,2.5,,,,,,,,,,293
4718,"Hou et al., 2020","He et al., 2015",2015,116.28333,42.03333,2.1,386,0.4859,1324,GRASSLAND,5,202.17,628,64,1.31,7.12,,18.3,1.9,,293
