"p_avg","LONGITUDE","LATITUDE","CACO3","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
36.224,-86.714722,35.123889,15,5,5,224,134,926,249,7232,1426,15,55,418,1,418,19,19
36.224,-86.714722,35.12389,15,5,5,224,134,926,249,7232,1426,15,55,418,1,418,19,19
66.8,-86.713853,40.893886,753,6,5,156,141,2631,208,5147,948,10,60,559,0,559,19,21
12.9,-86.713136,40.896153,753,6,5,156,141,2631,208,5147,948,10,60,559,0,559,19,21
13.782,-86.712761,38.507556,119,6,5,281,135,724,186,6690,1178,12,55,580,2,580,19,19
35.93,-86.710633,41.587017,41,3,5,185,139,3604,236,5361,1003,10,60,778,0,778,19,19
33.48,-86.710633,41.587017,41,3,5,185,139,3604,236,5361,1003,10,60,778,0,778,19,19
26.816,-86.710281,35.127499,15,5,5,235,129,926,234,7057,1418,15,54,438,3,438,19,19
8.49,-86.710281,35.128887,15,5,5,235,129,926,234,7057,1418,15,54,438,3,438,19,19
26.816,-86.710278,35.1275,15,5,5,235,129,926,234,7057,1418,15,54,438,3,438,19,19
8.49,-86.710278,35.128889,15,5,5,235,129,926,234,7057,1418,15,54,438,3,438,19,19
39.115,-86.71,35.131389,15,5,5,235,129,926,234,7057,1418,15,54,438,3,438,19,19
39.115,-86.709999,35.13139,15,5,5,235,129,926,234,7057,1418,15,54,438,3,438,19,19
34.46,-86.709611,39.478183,347,6,5,212,139,1701,240,6542,1094,11,61,403,1,403,19,19
3.992075,-86.706741,38.243229,314,3,5,214,136,732,178,6472,1171,13,53,537,2,537,19,19
5.06,-86.706453,38.450272,314,6,5,281,135,1154,186,6690,1178,12,55,580,2,580,19,19
3.2585,-86.705414,38.243782,314,3,5,214,136,732,178,6472,1171,13,53,537,2,537,19,19
6.8975,-86.701389,39.168056,347,6,5,246,135,673,218,6162,1113,11,57,464,2,464,19,19
6.8975,-86.701386,39.168056,347,6,5,246,135,673,218,6162,1113,11,57,464,2,464,19,19
54.55,-86.700583,41.332081,100,3,9,142,140,2239,205,5319,979,10,62,549,0,549,19,19
50.63,-86.700256,39.861028,593,5,5,251,141,2253,272,4996,1064,11,63,340,0,340,19,19
37.89,-86.697419,41.345792,100,3,9,191,141,2239,207,4716,982,10,62,660,0,660,19,19
22.7,-86.690667,40.743203,753,6,5,219,141,2916,209,4609,950,10,61,411,0,411,21,21
5.795,-86.688386,38.518167,119,3,5,258,137,724,201,6772,1180,12,55,521,2,521,19,19
5.06,-86.687583,39.496353,347,6,5,234,142,1701,241,5768,1087,11,62,371,1,371,19,19
6.8975,-86.685211,38.456417,314,3,5,258,137,724,201,6772,1180,12,55,521,2,521,19,19
20.25,-86.675117,40.427006,810,3,5,294,141,2659,210,4970,957,10,60,399,0,399,19,19
4.57,-86.671853,39.073617,347,6,5,230,140,723,248,5316,1148,12,53,471,2,471,19,19
115.8,-86.670967,41.376081,100,3,9,191,141,2123,207,4716,982,10,62,660,0,660,19,19
8.882,-86.670914,38.473914,314,3,5,258,137,724,201,6772,1180,12,55,521,2,521,19,19
32.5,-86.670661,39.483908,347,6,5,234,142,1701,241,5768,1087,11,62,371,1,371,19,19
45.73,-86.669922,40.21255,810,5,5,264,140,2266,258,4817,998,10,62,296,0,296,19,19
7.51,-86.668464,38.472489,314,3,5,258,137,724,201,6772,1180,12,55,521,2,521,19,19
66.8,-86.665214,39.247017,347,6,5,252,139,875,238,7047,1119,11,56,389,1,389,19,19
3.59,-86.664964,38.448964,314,3,5,258,137,1295,201,6772,1180,12,55,521,2,521,19,19
13.5125,-86.663314,39.564608,593,5,5,241,143,2038,239,5138,1079,11,62,386,0,386,19,19
5.256,-86.662361,39.059392,347,6,5,230,140,725,248,5316,1148,12,53,471,2,471,19,19
31.52,-86.660264,38.446097,314,3,5,284,142,1295,200,5554,1176,12,54,687,2,687,19,19
58.47,-86.659592,40.858097,753,6,5,163,139,2818,211,4700,950,10,60,504,0,504,19,19
8,-86.652953,39.653483,593,5,5,223,142,1690,256,6211,1075,11,62,334,0,334,19,19
56.02,-86.649764,41.305122,100,3,9,172,139,2580,214,5973,972,10,61,545,0,545,19,19
5.305,-86.643578,39.480042,347,6,5,234,142,1499,241,5768,1087,11,62,371,1,371,19,19
71.7,-86.642175,40.853664,753,6,5,163,139,2818,211,4700,950,10,60,504,0,504,19,19
33.48,-86.641303,39.495708,347,6,5,234,142,1499,241,5768,1087,11,62,371,1,371,19,19
29.07,-86.634278,41.317597,100,3,9,172,139,2580,214,5973,972,10,61,545,0,545,19,19
6.53,-86.633964,38.396869,314,3,5,284,142,1295,200,5554,1176,12,54,687,2,687,19,19
12.41,-86.633056,38.396694,314,3,5,284,142,1295,200,5554,1176,12,54,687,2,687,19,19
18.78,-86.632522,40.365978,810,3,5,243,142,2675,229,5778,967,10,62,343,0,343,19,19
8.49,-86.628778,39.4775,347,6,5,234,142,1499,241,5768,1087,11,62,371,1,371,19,19
108.45,-86.6286,39.432892,347,6,5,246,140,1328,214,6413,1088,11,59,358,1,358,19,19
6.824,-86.626158,38.964203,119,3,5,240,138,733,227,5250,1156,12,53,520,2,520,19,19
5.06,-86.617553,38.519633,119,3,5,258,137,680,201,6772,1180,12,55,521,2,521,19,19
130.5,-86.617133,40.771631,753,6,5,219,141,3254,209,4609,950,10,61,411,0,411,21,21
21.36475,-86.614686,36.785239,0,6,5,262,133,975,206,6567,1291,14,57,427,1,427,19,19
44.26,-86.613517,40.838486,753,6,5,163,139,2818,211,4700,950,10,60,504,0,504,19,19
28.629,-86.613486,40.739997,753,6,5,219,141,3254,209,4609,950,10,61,411,0,411,21,21
29.07,-86.612372,40.36465,810,3,5,243,142,2675,229,5778,967,10,62,343,0,343,19,19
6.04,-86.611267,38.503036,119,3,5,258,137,680,201,6772,1180,12,55,521,2,521,19,19
32.99,-86.610428,40.120311,810,5,5,260,139,2180,258,5648,1012,10,62,314,0,314,19,19
13.2185,-86.610406,38.984189,119,3,5,240,138,733,227,5250,1156,12,53,520,2,520,19,19
41.81,-86.610153,40.739064,753,6,5,219,141,3254,209,4609,950,10,61,411,0,411,21,21
13.39,-86.609536,38.947483,119,3,5,240,138,861,227,5250,1156,12,53,520,2,520,19,19
8,-86.606164,40.4198,810,3,5,279,141,2866,246,4806,975,10,63,320,0,320,19,19
4.08,-86.605553,39.3324,347,5,5,256,135,1208,218,6108,1094,11,60,442,2,442,19,19
43.28,-86.605103,40.468086,810,3,5,235,140,2807,221,5783,963,10,61,402,0,402,19,19
14.37,-86.602303,41.339478,100,3,9,191,141,2580,214,5554,983,10,63,513,0,513,19,21
37.4,-86.600883,41.403694,100,3,9,191,141,2331,214,5554,983,10,63,513,0,513,19,21
30.54,-86.600692,41.305783,100,3,9,150,137,2580,220,5745,976,10,60,679,1,679,19,19
10.45,-86.597972,41.003889,100,6,5,165,140,3024,217,5242,953,10,63,468,0,468,19,19
10.45,-86.597954,41.003632,100,6,5,165,140,3024,217,5242,953,10,63,468,0,468,19,19
5.305,-86.597222,37.994444,180,6,5,252,132,730,151,6078,1191,13,54,558,2,558,19,19
4.53,-86.597221,37.994446,180,6,5,252,132,730,151,6078,1191,13,54,558,2,558,19,19
8.49,-86.596889,41.004639,100,6,5,165,140,3024,217,5242,953,10,63,468,0,468,19,19
8.49,-86.59687,41.004662,100,6,5,165,140,3024,217,5242,953,10,63,468,0,468,19,19
16.82,-86.593964,40.088322,810,5,5,232,141,2489,270,5706,1015,10,63,328,0,328,19,19
9.47,-86.592269,39.447017,347,5,5,252,138,1328,242,5471,1077,11,59,421,2,421,19,19
5.402999907,-86.591392,35.064335,15,3,5,245,132,1304,254,7880,1429,15,56,371,1,371,19,19
4.57,-86.591392,35.064335,15,3,5,245,132,1304,254,7880,1429,15,56,371,1,371,19,19
4.57,-86.591389,35.064333,15,3,5,245,132,1304,254,7880,1429,15,56,371,1,371,19,19
8.98,-86.591103,38.9749,119,6,5,267,139,733,208,6297,1151,12,55,479,1,479,19,19
5.893,-86.588272,39.070592,347,6,5,224,136,725,220,6300,1141,12,55,456,2,456,19,19
5.452,-86.584306,37.419139,0,3,9,208,133,640,188,6536,1246,13,56,497,2,497,19,19
29.168,-86.583633,39.585819,593,5,5,281,140,2038,237,4769,1069,11,61,435,1,435,19,19
27.11,-86.583039,40.221825,810,5,5,283,139,2899,266,4861,1001,10,62,366,0,366,19,19
14.37,-86.577461,39.353825,347,5,5,279,142,968,197,5250,1077,11,58,378,1,378,19,19
22.21,-86.570931,39.16415,347,6,5,248,141,938,237,7056,1130,12,57,481,1,481,19,19
7.853,-86.569472,39.183544,347,6,5,221,136,938,236,6958,1115,12,57,446,1,446,19,19
58.47,-86.56375,40.229161,810,5,5,283,139,2899,266,4861,1001,10,62,366,0,366,19,19
36.42,-86.563736,40.844272,753,6,5,220,140,3020,218,4610,953,10,61,442,0,442,19,19
7.265,-86.562575,39.162119,347,6,5,248,141,938,237,7056,1130,12,57,481,1,481,19,19
36.91,-86.561631,41.253456,100,3,9,150,137,3015,220,5745,976,10,60,679,1,679,19,19
7.363,-86.559897,38.932597,119,6,5,267,139,954,208,6297,1151,12,55,479,1,479,19,19
68.956,-86.558904,41.537244,41,3,9,215,142,3501,215,4901,994,10,60,520,0,520,19,19
68.956,-86.558889,41.537222,41,3,9,215,142,3501,215,4901,994,10,60,520,0,520,19,19
5.06,-86.558783,39.341544,347,5,5,256,135,968,218,6108,1094,11,60,442,2,442,19,19
7.216,-86.556733,38.925736,119,6,5,267,139,954,208,6297,1151,12,55,479,1,479,19,19
140.3,-86.552703,41.233708,100,3,9,150,137,3015,220,5745,976,10,60,679,1,679,19,19
5.942,-86.551361,38.840242,119,6,5,255,141,1114,191,5989,1160,12,56,548,1,548,19,19
6.04,-86.551164,39.122442,347,6,5,248,141,938,237,7056,1130,12,57,481,1,481,19,19
4.815,-86.549003,37.514603,180,6,9,220,131,643,180,6825,1237,13,55,527,3,527,19,19
49.16,-86.548967,40.221175,810,5,5,283,139,2899,266,4861,1001,10,62,366,0,366,19,19
25.15,-86.548714,40.223617,810,5,5,283,139,2899,266,4861,1001,10,62,366,0,366,19,19
6.824,-86.54535,40.3157,810,3,5,241,139,2865,259,4767,990,10,62,333,0,333,19,19
39.85,-86.543914,40.397031,810,3,5,279,141,3293,246,4806,975,10,63,320,0,320,19,19
9.47,-86.542336,40.3961,810,3,5,279,141,3293,246,4806,975,10,63,320,0,320,19,19
13.88,-86.538917,39.339103,347,5,5,256,135,968,218,6108,1094,11,60,442,2,442,19,19
53.08,-86.535942,39.62775,593,5,5,249,141,1689,253,6196,1066,11,62,366,0,366,19,19
23.19,-86.531028,39.012086,347,6,5,224,136,858,220,6300,1141,12,55,456,2,456,19,19
6.138,-86.528038,36.901188,0,6,5,249,132,741,186,6433,1287,14,58,363,0,363,19,19
10.45,-86.527017,39.633675,593,5,5,249,141,1689,253,6196,1066,11,62,366,0,366,19,19
59.8175,-86.526878,39.568672,593,5,5,281,140,2166,237,4769,1069,11,61,435,1,435,19,19
55.53,-86.524881,40.369339,810,3,5,279,141,2865,246,4806,975,10,63,320,0,320,19,19
24.17,-86.523858,40.371672,810,3,5,279,141,3293,246,4806,975,10,63,320,0,320,19,19
26.62,-86.523231,40.354153,810,3,5,279,141,2865,246,4806,975,10,63,320,0,320,19,19
15.35,-86.521233,39.405656,347,5,5,279,142,1430,197,5250,1077,11,58,378,1,378,19,19
5.06,-86.519669,38.423039,314,6,5,220,136,955,215,5905,1180,12,54,532,2,532,19,19
18.78,-86.517058,40.062472,810,5,5,281,144,2964,289,4853,1032,10,63,311,0,311,19,19
22.21,-86.517036,41.064438,100,6,5,134,141,3253,226,5572,965,10,60,583,0,583,19,19
22.21,-86.516944,41.064417,100,6,5,134,141,3253,226,5572,965,10,60,583,0,583,19,19
27.4775,-86.508561,40.728306,753,6,5,233,140,2910,217,5934,955,10,63,473,0,473,21,19
22.896,-86.504189,39.387936,347,5,5,279,139,1430,206,6751,1068,11,60,552,2,552,19,19
21.23,-86.496697,40.719261,214,6,5,233,140,2265,217,5934,955,10,63,473,0,473,19,19
106,-86.495942,39.391333,9,5,5,279,139,1492,206,6751,1068,11,60,552,2,552,19,19
18.78,-86.494317,38.958328,25,5,5,249,136,1072,202,7017,1145,12,56,543,2,543,19,19
9.96,-86.490508,39.727825,1236,5,5,258,140,1996,263,5545,1050,11,65,413,1,413,19,19
45.24,-86.487878,39.830953,1236,5,5,289,143,2607,282,5607,1048,11,66,344,0,344,19,19
57.98,-86.485772,41.218292,435,6,5,121,140,3223,225,5394,972,10,61,545,0,545,19,19
38.7475,-86.483453,40.7426,214,6,5,233,140,2265,217,5934,955,10,63,473,0,473,19,19
52.1,-86.478139,41.09425,435,6,5,134,141,3462,226,5572,965,10,60,583,0,583,19,19
52.1,-86.478119,41.094273,435,6,5,134,141,3462,226,5572,965,10,60,583,0,583,19,19
35.93,-86.478103,40.032003,810,5,5,281,144,2921,289,4853,1032,10,63,311,0,311,19,19
140.3,-86.474556,41.249425,435,3,9,150,136,3223,228,6054,979,10,61,779,1,779,19,19
120.7,-86.474403,41.238,435,3,9,150,136,3223,228,6054,979,10,61,779,1,779,19,19
61.9,-86.473889,41.201111,435,6,5,121,140,3174,225,5394,972,10,61,545,0,545,19,19
61.9,-86.473806,41.201039,435,6,5,121,140,3174,225,5394,972,10,61,545,0,545,19,19
11.087,-86.468231,39.351611,9,5,5,279,139,823,206,6751,1068,11,60,552,2,552,19,19
23.68,-86.467889,41.244594,435,3,9,150,136,3223,228,6054,979,10,61,779,1,779,19,19
6.285,-86.467064,39.351131,9,5,5,279,139,823,206,6751,1068,11,60,552,2,552,19,19
6.4075,-86.465072,38.476314,0,3,5,245,135,735,220,5580,1179,12,52,474,3,474,19,19
69.25,-86.457717,41.172375,435,6,5,121,140,3174,225,5394,972,10,61,545,0,545,19,19
23.68,-86.454231,41.178794,435,6,5,121,140,3174,225,5394,972,10,61,545,0,545,19,19
47.2,-86.450219,40.192403,810,6,5,276,142,2988,273,4783,1004,10,63,322,0,322,19,19
6.0155,-86.448294,39.361428,9,5,5,279,139,823,206,6751,1068,11,60,552,2,552,19,19
24.17,-86.440383,40.367336,810,3,5,298,141,3250,258,4493,981,10,64,325,0,325,19,19
6.775,-86.439697,37.364792,34,3,9,212,132,694,192,6464,1259,13,52,558,2,558,19,19
38.87,-86.433036,41.008603,435,6,5,163,142,3360,226,4804,958,10,64,451,0,451,19,19
56.51,-86.43135,40.409125,810,3,5,298,141,3571,258,4493,981,10,64,325,0,325,19,19
19.809,-86.428307,41.712082,0,3,5,209,141,3755,227,4663,994,10,61,565,0,565,19,19
19.809,-86.428278,41.712083,0,3,5,209,141,3755,227,4663,994,10,61,565,0,565,19,19
3.9575,-86.426575,39.376606,9,5,5,279,139,1492,206,6751,1068,11,60,552,2,552,19,19
24.66,-86.42585,41.2413,435,3,5,131,141,3223,241,5945,982,10,62,573,1,573,19,19
5.648,-86.424469,39.350389,9,5,5,236,138,823,219,6241,1065,11,60,449,2,449,19,19
8,-86.423875,41.231475,435,3,5,137,141,3223,237,6339,976,10,62,573,1,573,19,NA
11.283,-86.423,43.486611,0,3,5,147,129,2276,217,6038,843,8,59,748,1,748,NA,2
23.092,-86.422783,41.231475,435,3,5,137,141,3223,237,6339,976,10,62,573,1,573,19,NA
40.83,-86.420914,38.625825,25,6,5,256,145,1098,219,5997,1176,12,57,355,2,355,19,19
4.9375,-86.420739,39.352806,9,5,5,236,138,823,219,6241,1065,11,60,449,2,449,19,19
4.57,-86.419342,39.341767,9,5,5,249,134,823,241,5288,1088,11,54,401,2,401,19,19
11.43,-86.419,41.270789,435,3,5,131,141,3223,241,5945,982,10,62,573,1,573,19,19
18.78,-86.418433,39.16805,9,5,5,232,132,771,243,5199,1107,11,55,578,2,578,19,19
38.87,-86.417747,40.745797,214,6,5,247,144,2265,219,5986,953,10,64,391,0,391,19,19
3.835,-86.416108,39.346711,9,5,5,236,138,929,219,6241,1065,11,60,449,2,449,19,19
5.48555,-86.412833,43.499222,0,3,5,147,129,3072,217,6038,843,8,59,748,1,748,2,2
37.89,-86.412644,40.382033,810,3,5,278,144,3699,264,4600,982,10,65,317,0,317,19,19
15.35,-86.408714,40.018914,810,5,5,271,143,2961,289,5247,1030,10,64,340,0,340,19,19
7.2,-86.406167,43.339056,0,3,5,81,128,2237,195,5127,823,8,52,754,0,754,NA,2
5.2153,-86.406167,43.339056,0,3,5,81,128,2237,195,5127,823,8,52,754,0,754,NA,2
5.55,-86.397056,37.355667,34,3,9,205,133,555,188,7448,1266,13,54,537,2,537,19,19
41.81,-86.394281,40.345303,810,3,5,278,144,3499,264,4600,982,10,65,317,0,317,19,19
16.33,-86.391211,40.393589,810,3,5,278,144,3699,264,4600,982,10,65,317,0,317,19,19
12.6504,-86.386694,43.671222,0,5,5,122,134,2694,219,6377,854,8,54,510,1,510,19,2
20.74,-86.381508,38.961964,25,6,5,254,135,734,222,6972,1149,12,56,561,2,561,19,19
7.1425,-86.380969,41.215142,435,3,5,137,141,3366,237,6339,976,10,62,573,1,573,19,NA
7.1425,-86.380833,41.215278,435,3,5,137,141,3366,237,6339,976,10,62,573,1,573,19,NA
6.04,-86.378639,39.768786,1236,5,5,274,NA,1773,249,30190,1041,11,64,360,0,NA,19,19
9.47,-86.378639,39.768786,1236,5,5,274,NA,1773,249,30190,1041,11,64,360,0,NA,19,19
4.129,-86.378628,39.378531,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
4.129,-86.378611,39.378611,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
4.08,-86.376944,39.390278,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
6.04,-86.376944,39.390556,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
5.06,-86.376244,39.390669,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
12.9,-86.373244,40.650325,214,6,5,247,143,2022,216,4457,955,10,63,380,0,380,19,19
12.41,-86.370858,41.176444,435,3,5,137,141,3316,237,6339,976,10,62,573,1,573,NA,NA
38.87,-86.370408,41.175675,435,3,5,137,141,3316,237,6339,976,10,62,573,1,573,NA,NA
7.657,-86.3704,39.946822,1236,5,5,272,143,2552,282,5061,1038,11,65,357,0,357,19,19
8.441,-86.366164,39.372719,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
9.96,-86.363394,38.655103,25,6,5,270,142,1168,213,6131,1170,12,57,370,1,370,19,19
31.822,-86.362946,41.279251,435,3,5,131,141,3366,241,5945,982,10,62,573,1,573,19,19
31.822,-86.362944,41.27925,435,3,5,131,141,3366,241,5945,982,10,62,573,1,573,19,19
34.46,-86.361817,40.659906,214,6,5,247,143,2022,216,4457,955,10,63,380,0,380,19,19
21.72,-86.360986,38.656283,25,6,5,270,142,1168,213,6131,1170,12,57,370,1,370,19,19
8.6125,-86.3601,39.110508,9,5,5,224,134,1216,212,5238,1117,12,57,500,3,500,19,19
25.64,-86.357431,39.401522,9,5,5,236,138,1655,219,6241,1065,11,60,449,2,449,19,19
3.011,-86.348778,43.244806,0,0,50,NA,NA,2132,185,65535,814,9,50,NA,0,NA,NA,NA
36.028,-86.348611,44.228056,0,0,52,139,NA,1763,175,65535,826,8,52,845,0,NA,NA,NA
36.028,-86.348587,44.228054,0,0,52,139,NA,1763,175,65535,826,8,52,845,0,NA,NA,NA
54.55,-86.347192,41.346778,435,3,5,170,142,3067,248,6359,986,10,62,583,0,583,19,19
157.94,-86.347069,41.071092,435,6,5,143,140,3405,230,5645,970,10,62,508,0,508,19,19
4.472,-86.34639,38.693611,25,6,5,270,142,1168,213,6131,1170,12,57,370,1,370,19,19
4.227,-86.34639,38.69389,25,6,5,270,142,1168,213,6131,1170,12,57,370,1,370,19,19
5.06,-86.345558,44.228054,0,0,52,139,NA,1763,175,65535,826,8,52,845,0,NA,NA,NA
5.06,-86.345556,44.228056,0,0,52,139,NA,1763,175,65535,826,8,52,845,0,NA,NA,NA
1.965199961,-86.341019,43.233606,0,0,50,NA,NA,2132,185,65535,814,9,50,NA,0,NA,NA,NA
3.387,-86.341019,43.233606,0,0,50,NA,NA,2132,185,65535,814,9,50,NA,0,NA,NA,NA
9.96,-86.340356,38.953914,25,6,5,254,135,734,222,6972,1149,12,56,561,2,561,19,19
63.86,-86.339119,41.209597,435,3,5,137,141,3366,237,6339,976,10,62,573,1,573,19,NA
9.47,-86.336425,38.6702,25,6,5,270,142,1168,213,6131,1170,12,57,370,1,370,19,19
15.35,-86.334175,41.00325,435,6,5,146,143,3266,234,4491,967,10,62,421,0,421,19,8
8.3675,-86.334167,38.983336,25,5,5,255,134,734,253,5897,1152,12,56,511,1,511,19,3
11.626,-86.331314,39.362142,9,5,5,264,136,1095,233,6752,1066,11,59,369,1,369,19,19
8.98,-86.331092,41.493314,435,3,5,160,140,3616,258,5648,989,10,62,626,0,626,19,19
11.675,-86.327653,39.861672,1236,3,5,269,142,1789,252,61643,1027,11,65,307,0,307,19,19
7.118,-86.325311,39.206617,9,5,5,258,134,722,233,5354,1101,11,53,450,2,450,19,19
6.53,-86.322389,40.065822,810,6,5,279,142,4005,290,5065,1013,10,64,366,0,366,19,19
52.1,-86.319778,41.30425,435,3,5,144,134,3253,248,5486,983,10,62,755,0,755,19,19
6.677,-86.312661,40.012486,810,3,5,252,143,3069,283,6668,1023,10,65,323,0,323,19,19
7.265,-86.308158,39.149689,9,5,5,239,136,604,227,5254,1117,11,56,465,3,465,19,19
14.86,-86.298347,41.558472,0,3,5,200,136,3201,261,5915,989,10,60,562,1,562,19,19
35.44,-86.292892,40.239303,810,6,5,259,141,4735,285,4731,1003,10,64,351,0,351,19,19
6.53,-86.291008,40.104953,810,6,5,279,142,4005,290,5065,1013,10,64,366,0,366,19,19
63.37,-86.290947,41.541878,0,3,5,200,136,3201,261,5915,989,10,60,562,1,562,19,19
6.236,-86.288711,40.050944,810,3,5,252,143,4005,283,6668,1023,10,65,323,0,323,19,19
11.92,-86.2873,41.585656,0,3,5,200,136,3201,261,5915,989,10,60,562,1,562,19,19
4.472,-86.285933,39.397331,9,5,5,264,136,1336,233,6752,1066,11,59,369,1,369,19,19
29.56,-86.282844,40.692494,214,6,5,265,144,2315,228,4660,950,10,62,353,0,353,19,19
35.93,-86.282761,40.997069,214,6,5,146,143,3216,234,4491,967,10,62,421,0,421,19,8
3.933,-86.282092,39.858347,1236,3,5,269,142,1789,252,61643,1027,11,65,307,0,307,19,19
35.93,-86.276283,38.702275,25,6,5,262,139,1078,227,6566,1170,12,56,443,1,443,19,19
18.78,-86.274314,39.578494,1236,5,5,228,144,1418,224,6458,1041,11,63,396,1,396,19,19
8.49,-86.2695,39.9767,1236,3,5,252,143,3069,283,6668,1023,10,65,323,0,323,19,19
11.92,-86.269119,40.986458,214,6,5,146,143,3216,234,4491,967,10,62,421,0,421,19,8
34.95,-86.267731,38.559322,25,6,5,234,143,1066,236,6222,1175,12,57,410,1,410,19,19
22.7,-86.263336,41.335322,435,3,5,175,139,3253,249,5832,986,10,62,673,0,673,19,19
3.24335,-86.263111,43.106889,0,0,0,NA,125,2108,175,65535,808,9,NA,1282,0,1282,19,NA
5.06,-86.258858,37.840618,34,6,5,288,138,535,193,7186,1195,13,58,558,1,558,19,19
6.971,-86.258431,39.173611,9,5,5,258,134,604,233,5354,1101,11,53,450,2,450,19,19
18.29,-86.254739,41.317197,435,3,5,144,134,3253,248,5486,983,10,62,755,0,755,19,19
3.7865,-86.249667,43.084278,0,0,0,NA,125,2393,175,65535,808,9,NA,1282,0,1282,NA,NA
8.49,-86.249,41.594381,0,3,5,261,137,3949,243,6532,988,10,62,605,1,605,19,19
3.216000023,-86.246918,43.095833,0,0,0,NA,125,2393,175,65535,808,9,NA,1282,0,1282,NA,NA
4.0215,-86.246918,43.095833,0,0,0,NA,125,2393,175,65535,808,9,NA,1282,0,1282,NA,NA
13.88,-86.245606,41.289064,435,3,5,144,134,3830,248,5486,983,10,62,755,0,755,19,19
23.68,-86.244056,40.804144,214,6,5,247,142,3351,228,5774,955,10,62,406,1,406,19,19
26.62,-86.241556,40.04205,810,6,5,272,143,3971,277,6859,1011,10,66,374,0,374,19,19
10.842,-86.234017,39.158206,9,5,5,231,132,690,232,5462,1116,11,55,458,2,458,19,19
40.46,-86.233889,40.388611,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
47.52,-86.233887,40.388611,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
38.0125,-86.228819,39.689328,1236,3,5,NA,NA,1765,212,35120,1027,11,64,NA,0,NA,19,19
21.671,-86.228361,41.492389,435,3,5,223,143,3877,248,5579,981,10,62,524,0,524,19,19
21.671,-86.228333,41.4925,435,3,5,223,143,3877,248,5579,981,10,62,524,0,524,19,19
4.2565,-86.226694,43.018806,0,5,5,70,129,2367,189,4353,831,9,49,1184,0,1184,NA,19
30.54,-86.219811,41.576314,0,3,5,225,142,3949,255,4980,983,10,62,515,0,515,19,19
29.707,-86.217224,44.271111,0,3,5,103,121,2669,215,8527,848,8,51,701,0,701,2,2
6.285,-86.217222,44.270833,0,3,5,103,121,2669,215,8527,848,8,51,701,0,701,2,2
6.285,-86.217163,44.270916,0,3,5,103,121,2669,215,8527,848,8,51,701,0,701,2,2
12.9,-86.211667,37.942222,34,6,5,290,138,619,194,7563,1174,13,57,492,1,492,19,19
71.7,-86.208831,40.635089,214,6,5,307,144,2571,237,4795,946,10,65,344,0,344,19,19
51.8769,-86.203308,40.392139,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
44.2607,-86.203306,40.392139,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
41.32,-86.202247,41.608131,0,3,5,190,NA,3949,254,5990,984,10,62,699,1,NA,19,19
9.47,-86.202072,39.20375,9,5,5,226,133,773,242,5434,1100,11,53,473,2,473,19,19
23.68,-86.193686,41.231828,435,3,5,148,138,3837,253,5715,981,10,62,700,0,700,19,19
22.161,-86.191111,35.139361,32,6,5,218,133,1712,295,7611,1492,15,54,402,1,402,3,3
22.161,-86.191109,35.139362,32,6,5,218,133,1712,295,7611,1492,15,54,402,1,402,3,3
5.712000046,-86.187584,40.396641,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
4.891,-86.187584,40.396641,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
4.891,-86.187583,40.396639,810,6,5,295,141,2982,271,4554,986,10,67,334,0,334,19,19
37.4,-86.18525,41.3492,435,3,5,190,140,3830,247,5447,979,10,62,643,0,643,19,19
13.8555,-86.179886,38.427728,0,6,5,256,136,758,224,7322,1169,12,55,534,2,534,19,19
8.6125,-86.177331,39.864914,1236,6,5,NA,NA,1762,234,60816,1016,11,NA,NA,0,NA,19,19
49.601,-86.174744,39.663692,1236,3,5,NA,NA,1765,212,35120,1027,11,64,NA,0,NA,19,19
22.7,-86.155303,41.592975,0,3,5,190,NA,4118,254,5990,984,10,62,699,1,NA,19,19
4.423000023,-86.153221,40.40361,810,6,5,295,141,2456,271,4554,986,10,67,334,0,334,19,19
2.294800039,-86.153221,40.40361,810,6,5,295,141,2456,271,4554,986,10,67,334,0,334,19,19
4.127,-86.153221,40.40361,810,6,5,295,141,2456,271,4554,986,10,67,334,0,334,19,19
38.87,-86.146217,40.954414,214,6,5,225,144,3603,248,5987,962,10,62,458,0,458,19,19
16.33,-86.140625,40.967317,214,6,5,193,143,3603,252,5536,967,10,62,431,0,431,19,19
135.4,-86.136833,40.981981,214,6,5,193,143,3603,252,5536,967,10,62,431,0,431,19,19
