"","LONGITUDE","LATITUDE","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"2264",-80.5,36.3,8,5,156,129,1576,300,9846,1184,14,56,431,2,431,1,1
"2265",-80.4,36.3,8,5,150,118,1420,322,7674,1193,14,52,542,2,542,1,1
"2266",-80.3,36.3,8,5,166,124,1470,304,7669,1188,14,52,505,3,505,1,1
"2267",-80.2,36.3,8,5,162,133,1466,257,7841,1169,14,51,431,2,431,1,1
"2268",-80.1,36.3,3,5,175,131,1374,226,7978,1155,14,53,380,2,380,1,1
"2269",-80,36.3,8,5,162,135,1366,227,7295,1150,14,53,388,1,388,1,1
"2270",-79.9,36.3,8,5,174,131,1392,229,7497,1146,14,52,389,2,389,1,1
"2271",-79.8,36.3,8,5,199,130,1375,237,7019,1147,14,53,390,1,390,1,1
"2272",-79.7,36.3,8,5,206,130,1335,242,7480,1148,14,54,395,1,395,1,1
"2273",-79.6,36.3,8,5,162,134,1365,222,6178,1146,14,52,384,2,384,1,1
"2274",-79.5,36.3,9,5,210,135,1382,209,7503,1145,14,51,417,2,417,1,1
"2275",-79.4,36.3,8,5,206,134,1471,196,7047,1142,14,51,432,2,432,1,1
"2276",-79.3,36.3,8,5,214,131,1324,183,7544,1137,14,50,416,2,416,1,1
"2277",-79.2,36.3,8,5,238,134,1520,183,7610,1134,14,52,373,1,373,1,1
"2278",-79.1,36.3,8,5,229,132,1571,187,7699,1130,14,53,372,1,372,1,1
"2279",-79,36.3,8,5,215,132,1498,192,7369,1128,14,53,450,1,450,1,1
"2280",-78.9,36.3,3,5,236,135,1471,183,7392,1125,14,52,393,1,393,1,1
"2281",-78.8,36.3,8,5,232,130,1430,172,7068,1124,14,52,436,1,436,1,1
"2282",-78.7,36.3,8,5,206,131,1390,155,7486,1121,14,51,446,1,446,1,1
"2283",-78.6,36.3,8,5,209,128,1458,150,7659,1118,14,51,461,1,461,1,1
"2284",-78.5,36.3,8,5,206,132,1268,141,7749,1116,14,52,449,1,449,1,1
"2286",-78.3,36.3,9,5,186,134,1220,121,7439,1122,15,52,423,1,423,1,1
"2287",-78.2,36.3,8,5,171,135,1262,106,6811,1122,15,51,444,1,444,1,1
"2288",-78.1,36.3,8,5,158,133,1427,96,7164,1122,15,50,475,1,475,1,1
"2289",-78,36.3,8,5,173,132,1374,87,12065,1123,15,51,501,1,501,1,1
"2290",-77.9,36.3,9,5,162,133,1284,82,7482,1123,15,51,445,1,445,3,3
"2291",-77.8,36.3,1,9,159,133,1236,80,7013,1128,15,50,403,1,403,1,3
"2292",-77.7,36.3,1,9,130,133,1388,54,6992,1128,15,51,525,1,525,1,1
"2293",-77.6,36.3,1,9,126,136,1409,40,7723,1130,15,52,518,0,518,1,1
"2294",-77.5,36.3,1,9,141,136,1525,22,6548,1133,15,52,530,0,530,1,1
"2295",-77.4,36.3,1,9,141,137,1418,25,7224,1145,15,51,575,0,575,1,1
"2296",-77.3,36.3,1,9,125,138,1511,27,7308,1166,15,49,626,0,626,1,1
"2297",-77.2,36.3,1,9,121,137,1423,25,7293,1176,15,51,823,0,823,1,1
"2298",-77.1,36.3,1,9,135,137,1483,22,7333,1185,15,49,755,0,755,1,1
"2299",-77,36.3,1,9,145,137,1520,19,7804,1196,15,48,862,0,862,1,1
"2300",-76.9,36.3,1,9,134,131,1395,16,6999,1204,15,47,922,0,922,3,3
"2301",-76.8,36.3,1,9,165,135,1571,15,13830,1214,15,45,1010,0,1010,1,3
"2302",-76.7,36.3,1,9,177,134,1704,12,7387,1222,15,45,1056,0,1056,3,1
"2303",-76.6,36.3,1,9,188,132,1987,16,8365,1231,15,47,992,1,992,1,3
"2304",-76.5,36.3,1,9,213,132,2466,14,7621,1235,15,48,1001,1,1001,1,1
"2305",-76.4,36.3,1,9,222,133,3039,9,7068,1237,15,50,980,0,980,1,1
"2306",-76.3,36.3,1,9,211,136,2838,6,9438,1229,16,46,746,0,746,1,1
"2307",-76.2,36.3,1,9,176,139,2222,5,8004,1224,16,47,689,0,689,1,1
"2308",-76.1,36.3,1,9,171,136,3936,5,7733,1222,16,48,826,0,826,1,1
"2309",-76,36.3,1,9,146,135,1850,4,9108,1223,16,46,1051,0,1051,1,1
"2315",-84.3,36.4,3,5,204,119,698,543,7517,1348,12,50,546,8,546,1,1
"2316",-84.2,36.4,3,5,203,114,713,543,7238,1331,12,50,519,6,519,1,1
"2317",-84.1,36.4,3,5,201,115,776,463,7420,1298,13,50,571,8,571,1,1
"2318",-84,36.4,6,5,219,119,1546,435,6929,1286,13,51,532,7,532,1,1
"2319",-83.9,36.4,6,5,217,122,1481,407,7695,1278,13,52,537,5,537,3,1
"2320",-83.8,36.4,6,5,230,126,1525,410,7576,1271,13,53,621,5,621,1,3
"2321",-83.7,36.4,6,5,242,122,1644,423,8259,1268,13,54,643,5,643,3,1
"2322",-83.6,36.4,6,5,234,127,1490,446,9927,1268,13,53,484,3,484,1,3
"2323",-83.5,36.4,5,5,230,121,1219,428,7914,1242,13,54,531,7,531,1,1
"2324",-83.4,36.4,6,5,227,124,1096,435,7690,1228,13,53,483,6,483,1,1
"2325",-83.3,36.4,6,5,232,124,1177,442,7783,1212,13,54,503,6,503,1,1
"2326",-83.2,36.4,5,5,243,125,1172,462,7622,1199,13,54,515,5,515,3,3
"2327",-83.1,36.4,3,5,241,123,1179,453,7726,1176,13,56,523,6,523,3,3
"2328",-83,36.4,5,5,260,124,1336,414,10235,1151,13,57,561,6,561,1,3
"2329",-82.9,36.4,5,5,267,123,1093,398,7227,1131,13,57,572,3,572,19,1
"2330",-82.8,36.4,5,5,298,124,1129,407,7597,1122,13,57,517,3,517,3,19
"2331",-82.7,36.4,5,5,291,124,1148,451,7571,1120,13,58,513,5,513,7,3
"2332",-82.6,36.4,5,5,299,124,1216,475,7951,1114,13,56,518,3,518,3,7
"2333",-82.5,36.4,6,5,287,129,1276,471,9641,1094,13,57,528,2,528,7,7
"2334",-82.4,36.4,6,5,331,127,1440,462,7939,1091,13,58,508,2,508,3,3
"2335",-82.3,36.4,5,5,307,128,1171,483,7801,1103,13,59,493,2,493,19,19
"2336",-82.2,36.4,6,5,234,127,1414,550,7660,1134,12,55,531,3,531,3,3
"2337",-82.1,36.4,8,5,246,113,1684,708,7690,1177,12,53,778,7,778,3,3
"2338",-82,36.4,3,5,228,114,2014,817,7200,1199,11,50,813,8,813,3,3
"2339",-81.9,36.4,3,5,203,115,2139,848,7688,1211,11,49,871,5,871,1,3
"2340",-81.8,36.4,3,5,230,119,2036,867,8301,1226,11,50,773,6,773,3,1
"2341",-81.7,36.4,8,5,233,114,1550,997,7567,1265,10,49,784,7,784,3,3
"2342",-81.6,36.4,8,5,231,110,1599,1049,7561,1295,10,49,825,7,825,3,3
"2343",-81.5,36.4,8,5,202,97,1632,924,8530,1313,11,52,910,6,910,7,7
"2344",-81.4,36.4,8,5,183,108,1519,885,8949,1313,11,53,695,4,695,3,3
"2345",-81.3,36.4,8,5,198,99,1565,895,10003,1315,11,53,849,5,849,3,3
"2346",-81.2,36.4,8,5,178,97,1622,866,8630,1296,11,50,885,6,885,7,7
"2347",-81.1,36.4,8,5,176,97,1646,755,7696,1255,11,49,812,5,812,3,3
"2348",-81,36.4,8,5,192,107,1596,694,8821,1228,12,48,848,5,848,3,3
"2349",-80.9,36.4,8,5,172,111,1620,528,7564,1197,13,50,594,4,594,1,3
"2350",-80.8,36.4,8,5,184,132,1536,398,7817,1182,13,52,437,2,437,1,1
"2351",-80.7,36.4,8,5,195,132,1463,363,7720,1184,13,55,480,2,480,1,1
"2352",-80.6,36.4,8,5,183,136,1488,340,7619,1188,13,54,443,2,443,1,1
"2353",-80.5,36.4,8,5,174,126,1414,345,10050,1195,13,53,475,2,475,1,1
"2354",-80.4,36.4,8,5,156,123,1479,330,7649,1208,14,52,536,2,536,1,1
"2355",-80.3,36.4,8,5,163,129,1628,307,7447,1207,14,52,429,2,429,1,1
"2356",-80.2,36.4,8,5,172,130,1659,292,9499,1199,14,51,412,2,412,1,1
"2357",-80.1,36.4,8,5,171,129,1567,266,8287,1183,14,51,417,2,417,1,1
"2358",-80,36.4,3,5,181,133,1322,241,7659,1169,14,52,409,2,409,1,1
"2359",-79.9,36.4,3,5,190,130,1255,219,7964,1157,14,54,386,1,386,1,1
"2360",-79.8,36.4,3,5,198,130,1353,206,7824,1149,14,54,397,1,397,1,1
"2361",-79.7,36.4,8,5,212,133,1450,216,7656,1150,14,53,395,2,395,1,1
"2362",-79.6,36.4,8,5,189,132,1384,215,7198,1151,14,52,400,1,400,1,1
"2363",-79.5,36.4,8,5,203,134,1403,191,7885,1145,14,52,435,1,435,1,1
"2364",-79.4,36.4,8,5,194,132,1224,171,7484,1141,14,52,415,1,415,1,1
"2365",-79.3,36.4,8,5,210,132,1287,164,7133,1134,14,52,425,1,425,1,1
"2366",-79.2,36.4,8,5,216,133,1410,161,7371,1126,14,52,430,1,430,1,1
"2367",-79.1,36.4,8,5,226,133,1584,167,7502,1122,14,53,398,1,398,1,1
"2368",-79,36.4,8,5,216,135,1470,176,7536,1119,14,52,388,1,388,1,1
"2369",-78.9,36.4,8,5,213,132,1480,171,7154,1115,14,51,424,1,424,1,1
"2370",-78.8,36.4,3,5,215,132,1610,173,7655,1115,14,52,472,1,472,1,1
"2371",-78.7,36.4,8,5,218,131,1502,155,7233,1108,14,50,463,1,463,1,1
"2372",-78.6,36.4,8,5,178,130,1445,141,7385,1101,14,51,495,1,495,1,1
"2373",-78.5,36.4,8,5,188,133,1147,135,6991,1100,14,51,459,1,459,1,1
"2375",-78.3,36.4,8,5,195,133,1187,120,10348,1111,15,51,440,1,440,1,1
"2376",-78.2,36.4,9,5,220,133,1236,112,9683,1115,15,52,426,1,426,1,1
"2377",-78.1,36.4,8,5,170,134,1287,105,10219,1118,15,51,441,1,441,1,1
"2378",-78,36.4,8,5,180,134,1268,94,11166,1119,15,50,444,1,444,3,3
"2379",-77.9,36.4,1,5,141,132,1229,91,9717,1124,15,51,470,1,470,3,3
"2380",-77.8,36.4,8,5,152,134,1188,80,13068,1124,15,50,504,1,504,1,3
"2381",-77.7,36.4,1,9,146,134,1204,62,7507,1125,15,50,537,1,537,1,1
"2382",-77.6,36.4,1,9,159,132,1277,41,32800,1125,15,51,693,1,693,1,1
"2383",-77.5,36.4,1,9,151,137,1504,35,7444,1131,15,51,451,0,451,1,1
"2384",-77.4,36.4,1,9,149,137,1490,38,6876,1144,15,50,544,0,544,1,1
"2385",-77.3,36.4,1,9,134,137,1651,31,7212,1163,15,50,640,0,640,1,1
"2386",-77.2,36.4,1,9,113,136,1671,27,7252,1173,15,49,629,0,629,1,1
"2387",-77.1,36.4,1,9,126,135,1659,21,7112,1183,15,49,939,0,939,1,1
"2388",-77,36.4,1,9,166,133,1370,15,7082,1194,15,47,866,0,866,1,1
"2389",-76.9,36.4,1,9,148,137,1479,15,7095,1203,15,46,786,1,786,3,3
"2390",-76.8,36.4,1,9,152,134,1734,14,7250,1213,15,47,642,1,642,1,3
"2391",-76.7,36.4,1,9,202,131,1583,16,8225,1224,15,46,788,1,788,1,1
"2392",-76.6,36.4,1,9,204,134,1579,16,7648,1234,15,46,873,1,873,1,1
"2393",-76.5,36.4,1,9,236,134,1920,19,7680,1241,15,46,880,0,880,3,1
"2394",-76.4,36.4,1,9,247,133,2153,14,7550,1242,15,47,961,0,961,3,3
"2395",-76.3,36.4,1,9,220,136,1984,6,8138,1231,15,47,734,0,734,1,1
"2396",-76.2,36.4,1,9,169,137,3075,5,6917,1221,16,49,995,0,995,1,1
"2397",-76.1,36.4,1,9,186,135,3357,4,8510,1215,16,48,581,0,581,1,1
"2404",-84.3,36.5,3,5,218,113,831,528,7318,1340,13,51,602,11,602,1,1
"2405",-84.2,36.5,3,5,219,115,609,501,7421,1319,13,52,554,9,554,1,1
"2406",-84.1,36.5,3,5,200,118,503,468,7555,1301,13,51,514,5,514,1,1
"2407",-84,36.5,3,5,204,117,844,463,7552,1301,13,51,529,6,529,1,1
"2408",-83.9,36.5,3,5,216,116,890,496,7495,1312,12,52,656,8,656,3,1
"2409",-83.8,36.5,3,5,208,110,1187,519,7295,1313,12,50,877,9,877,7,3
"2410",-83.7,36.5,6,5,210,126,1290,458,8007,1294,13,53,554,5,554,3,7
"2411",-83.6,36.5,6,5,238,125,1415,438,7658,1280,13,54,506,4,506,3,3
"2412",-83.5,36.5,6,5,237,126,1276,445,7790,1257,13,53,525,4,525,1,1
"2413",-83.4,36.5,3,5,238,123,1161,457,7699,1246,13,52,520,7,520,1,1
"2414",-83.3,36.5,3,5,215,118,1059,485,8733,1237,13,52,577,7,577,3,3
"2415",-83.2,36.5,6,5,231,122,1085,476,7897,1214,13,53,613,7,613,7,7
"2416",-83.1,36.5,6,5,232,124,979,477,9121,1194,13,54,567,6,567,1,1
"2417",-83,36.5,5,5,213,122,1147,470,7682,1175,13,54,549,6,549,3,1
"2418",-82.9,36.5,3,5,255,124,1399,456,7581,1155,13,55,498,5,498,3,3
"2419",-82.8,36.5,6,5,253,122,1326,449,7461,1136,13,57,634,3,634,3,3
"2420",-82.7,36.5,5,5,296,127,1191,442,9095,1120,13,58,516,2,516,1,3
"2421",-82.6,36.5,5,5,320,126,1207,425,7572,1108,13,57,502,3,502,3,1
"2422",-82.5,36.5,6,5,333,128,1328,453,8954,1086,13,59,567,3,567,1,1
"2423",-82.4,36.5,6,5,304,127,1463,498,8681,1088,13,58,548,3,548,3,3
"2424",-82.3,36.5,5,5,277,128,1284,495,8621,1095,13,57,577,3,577,1,1
"2425",-82.2,36.5,6,5,332,129,1338,517,8248,1111,13,57,511,3,511,19,19
"2426",-82.1,36.5,5,5,257,132,1470,592,7835,1137,12,56,538,2,538,1,1
"2427",-82,36.5,5,5,230,127,1734,750,7396,1172,11,54,622,3,622,3,1
"2428",-81.9,36.5,8,5,239,118,1874,919,9138,1211,11,50,717,7,717,3,3
"2429",-81.8,36.5,3,5,229,110,1916,874,12380,1213,11,48,891,5,891,3,3
"2430",-81.7,36.5,8,5,218,108,1621,998,7357,1250,10,48,1009,8,1009,7,3
"2431",-81.6,36.5,8,5,215,108,1450,1069,8623,1280,10,49,917,7,917,3,7
"2432",-81.5,36.5,8,5,196,108,1565,900,7682,1261,11,52,746,5,746,3,3
"2433",-81.4,36.5,8,5,199,111,1511,845,7862,1248,11,52,641,4,641,1,1
"2434",-81.3,36.5,8,5,204,110,1528,858,8206,1248,11,51,647,3,647,3,3
"2435",-81.2,36.5,8,5,197,120,1602,873,9176,1237,11,51,650,4,650,3,3
"2436",-81.1,36.5,8,5,202,109,1628,850,11116,1220,11,51,801,5,801,1,1
"2437",-81,36.5,8,5,201,111,1631,822,9741,1200,11,52,703,3,703,1,1
"2438",-80.9,36.5,8,5,182,112,1611,647,7715,1178,12,53,704,4,704,3,1
"2439",-80.8,36.5,8,5,222,119,1587,458,7783,1163,13,49,618,3,618,3,3
"2440",-80.7,36.5,8,5,220,131,1467,394,7536,1166,13,52,513,2,513,1,3
"2441",-80.6,36.5,8,5,186,130,1345,361,25279,1175,13,54,474,2,474,1,1
"2442",-80.5,36.5,8,5,202,129,1569,388,7497,1196,13,53,457,2,457,1,1
"2443",-80.4,36.5,8,5,165,127,1464,349,8593,1221,13,52,467,2,467,1,1
"2444",-80.3,36.5,8,5,195,128,1502,324,7507,1225,13,52,422,2,422,1,1
"2445",-80.2,36.5,8,5,177,127,1561,321,7628,1220,14,51,424,2,424,1,1
"2446",-80.1,36.5,8,5,178,128,1617,296,8679,1204,14,51,411,2,411,1,1
"2447",-80,36.5,8,5,186,126,1489,273,7389,1188,14,52,419,2,419,1,1
"2448",-79.9,36.5,8,5,197,132,1420,256,7489,1175,14,52,403,2,403,1,1
"2449",-79.8,36.5,8,5,186,133,1273,219,8246,1160,14,52,385,2,385,1,1
"2450",-79.7,36.5,3,5,196,130,1401,198,47309,1150,14,53,392,1,392,1,1
"2451",-79.6,36.5,3,5,207,134,1437,191,7476,1147,14,52,426,1,426,1,1
"2452",-79.5,36.5,9,5,210,131,1412,181,8442,1145,14,52,473,1,473,1,1
"2453",-79.4,36.5,8,5,194,136,1292,156,7486,1141,14,52,365,2,365,19,19
"2454",-79.3,36.5,8,5,216,136,1293,150,7442,1132,14,52,407,2,407,1,1
"2455",-79.2,36.5,8,5,212,133,1394,148,7361,1123,14,51,419,1,419,1,1
"2456",-79.1,36.5,8,5,213,136,1520,156,7178,1117,14,51,441,1,441,1,1
"2457",-79,36.5,8,5,208,134,1375,146,7579,1108,14,53,460,1,460,1,1
"2458",-78.9,36.5,8,5,191,133,1488,146,8607,1103,14,52,427,1,427,1,1
"2459",-78.8,36.5,3,5,239,132,1511,154,8550,1102,14,52,422,1,422,1,1
"2460",-78.7,36.5,8,5,217,133,1393,137,6963,1093,14,52,456,1,456,1,1
"2461",-78.6,36.5,8,5,226,131,1465,122,7764,1085,14,51,497,1,497,1,1
"2462",-78.5,36.5,8,5,189,133,1313,114,7439,1081,14,51,516,1,516,1,1
"2464",-78.3,36.5,8,5,220,134,1249,99,7297,1099,15,52,467,1,467,3,3
"2465",-78.2,36.5,9,5,191,135,1182,95,10333,1104,15,51,439,1,439,1,1
"2466",-78.1,36.5,8,5,166,136,1126,89,7420,1109,15,50,467,1,467,1,1
"2467",-78,36.5,8,5,198,136,1163,84,65535,1113,15,51,407,1,407,1,1
"2468",-77.9,36.5,9,5,171,134,1145,82,6181,1117,15,49,487,1,487,3,3
"2469",-77.8,36.5,8,5,169,137,1169,83,6859,1121,15,50,514,1,514,3,3
"2470",-77.7,36.5,8,5,141,136,1254,74,8029,1124,15,50,458,1,458,1,3
"2471",-77.6,36.5,8,9,142,133,1317,49,7418,1121,15,50,537,1,537,1,1
"2472",-77.5,36.5,1,9,124,138,1573,40,7266,1127,15,51,579,1,579,1,1
"2473",-77.4,36.5,1,9,164,140,1592,36,7127,1136,15,50,591,0,591,3,1
"2474",-77.3,36.5,1,9,201,136,1774,24,7431,1158,15,50,722,0,722,1,1
"2475",-77.2,36.5,1,9,169,137,1841,20,7083,1169,15,50,669,0,669,1,1
"2476",-77.1,36.5,1,9,162,135,1612,21,6692,1181,15,49,646,1,646,1,1
"2477",-77,36.5,1,9,139,138,1440,16,8384,1193,15,48,629,0,629,1,1
"2478",-76.9,36.5,1,9,185,137,1417,14,8787,1203,15,47,746,1,746,3,3
"2479",-76.8,36.5,1,9,168,137,1607,19,12421,1215,15,47,654,1,654,1,3
"2480",-76.7,36.5,1,9,177,135,1565,23,10108,1228,15,47,707,1,707,1,1
"2481",-76.6,36.5,1,9,223,133,1599,20,12035,1237,15,46,801,1,801,3,1
"2484",-76.3,36.5,1,9,215,138,2104,10,8849,1232,15,48,930,0,930,3,3
"2485",-76.2,36.5,1,9,194,137,2335,5,7866,1218,15,48,882,0,882,1,1
"2486",-76.1,36.5,1,9,202,134,2327,3,6216,1207,15,47,1013,0,1013,3,3
"2493",-84.3,36.6,3,5,199,117,656,475,7391,1323,13,51,500,11,500,1,1
"2494",-84.2,36.6,3,5,211,115,709,426,7425,1301,13,52,598,11,598,1,1
"2495",-84.1,36.6,1,5,224,120,516,377,7763,1281,13,53,531,5,531,1,1
"2496",-84,36.6,3,5,206,117,560,447,7509,1300,13,53,551,8,551,1,1
"2497",-83.9,36.6,3,5,201,120,835,538,7345,1325,12,51,631,7,631,3,1
"2498",-83.8,36.6,3,5,196,111,880,625,7163,1343,12,50,775,13,775,1,3
"2499",-83.7,36.6,1,5,224,119,928,490,9790,1311,12,51,642,6,642,3,1
"2500",-83.6,36.6,6,5,221,114,1203,433,7693,1294,12,53,593,6,593,3,3
"2501",-83.5,36.6,6,5,191,119,1419,486,7657,1279,12,50,621,4,621,7,7
"2502",-83.4,36.6,6,5,187,119,1291,473,7528,1259,12,52,865,4,865,1,1
"2503",-83.3,36.6,6,5,206,126,1186,465,7588,1241,13,52,528,3,528,1,1
"2504",-83.2,36.6,6,5,204,129,1055,449,8918,1223,13,52,513,3,513,19,19
"2505",-83.1,36.6,5,5,193,122,989,470,7491,1208,13,52,520,7,520,3,3
"2506",-83,36.6,5,5,208,119,1069,472,7665,1191,13,53,800,7,800,7,3
"2507",-82.9,36.6,5,5,229,125,1148,472,7482,1170,13,52,629,7,629,3,7
"2508",-82.8,36.6,3,5,260,124,1324,482,7623,1150,13,56,545,7,545,3,3
"2509",-82.7,36.6,3,5,237,123,1328,471,7666,1131,13,56,605,8,605,3,3
"2510",-82.6,36.6,6,5,282,125,1236,449,7791,1115,13,56,560,6,560,3,3
"2511",-82.5,36.6,3,5,287,122,1197,473,7232,1092,13,54,649,5,649,3,3
"2512",-82.4,36.6,5,5,313,123,1221,531,8244,1098,13,57,589,6,589,1,1
"2513",-82.3,36.6,6,5,239,124,1253,575,9158,1107,12,55,570,5,570,3,3
"2514",-82.2,36.6,6,5,243,128,1300,572,65535,1114,12,56,544,3,544,3,3
"2515",-82.1,36.6,6,5,269,130,1343,570,8933,1120,12,57,515,2,515,1,1
"2516",-82,36.6,0,5,238,127,1606,608,7022,1136,12,56,607,2,607,3,1
"2517",-81.9,36.6,6,5,269,124,1743,682,7743,1163,12,53,565,5,565,19,3
"2518",-81.8,36.6,8,5,251,128,1780,737,7534,1177,11,50,543,8,543,3,19
"2519",-81.7,36.6,3,5,209,116,1754,909,7833,1217,11,48,690,9,690,3,3
"2520",-81.6,36.6,3,5,241,112,1499,1089,7432,1266,10,48,938,7,938,3,3
"2521",-81.5,36.6,9,5,200,103,1499,1001,8186,1260,10,50,1069,7,1069,3,3
"2522",-81.4,36.6,9,5,210,118,1452,851,7298,1205,11,50,693,5,693,1,1
"2523",-81.3,36.6,9,5,221,100,1472,829,8293,1191,11,51,1054,5,1054,7,7
"2524",-81.2,36.6,9,5,209,105,1480,827,10205,1173,11,50,919,6,919,3,3
"2525",-81.1,36.6,8,5,220,123,1583,795,8104,1142,11,50,679,4,679,3,3
"2526",-81,36.6,8,5,230,126,1644,778,7597,1136,11,54,633,3,633,3,3
"2527",-80.9,36.6,8,5,236,122,1636,763,12185,1143,11,54,688,3,688,1,3
"2528",-80.8,36.6,3,5,201,112,1676,759,10392,1154,11,50,789,4,789,3,1
"2529",-80.7,36.6,3,5,199,108,1472,613,7516,1155,12,51,895,4,895,3,3
"2530",-80.6,36.6,3,5,209,112,1429,457,7676,1159,13,52,841,3,841,3,3
"2531",-80.5,36.6,3,5,179,110,1623,469,10269,1184,12,51,794,3,794,3,3
"2532",-80.4,36.6,8,5,183,109,1626,462,7635,1240,13,49,658,4,658,3,3
"2533",-80.3,36.6,8,5,164,113,1740,403,9244,1254,13,49,563,4,563,3,3
"2534",-80.2,36.6,8,5,179,126,1625,348,8645,1239,13,51,473,2,473,1,1
"2535",-80.1,36.6,8,5,185,131,1586,306,7345,1214,14,51,415,2,415,1,1
"2536",-80,36.6,8,5,184,126,1490,291,8556,1197,14,51,412,2,412,1,1
"2537",-79.9,36.6,8,5,196,128,1546,266,7445,1182,14,52,444,2,444,1,1
"2538",-79.8,36.6,8,5,192,130,1360,234,8754,1165,14,51,381,2,381,1,1
"2539",-79.7,36.6,8,5,189,130,1351,242,7407,1162,14,52,400,2,400,1,1
"2540",-79.6,36.6,8,5,180,129,1463,230,7363,1156,14,52,439,2,439,1,1
"2541",-79.5,36.6,3,5,209,129,1332,205,9436,1149,14,53,447,2,447,1,1
"2542",-79.4,36.6,7,5,217,137,1247,171,17574,1141,14,54,397,2,397,1,1
"2543",-79.3,36.6,8,5,204,134,1300,164,7200,1133,14,53,446,1,446,1,1
"2544",-79.2,36.6,7,5,214,135,1324,143,7768,1119,14,52,437,1,437,1,1
"2545",-79.1,36.6,8,5,217,135,1414,140,8574,1110,14,52,466,1,466,1,1
"2546",-79,36.6,8,5,203,138,1303,139,7437,1103,14,53,427,1,427,1,1
"2547",-78.9,36.6,8,5,218,138,1432,133,6921,1097,14,54,427,1,427,1,1
"2548",-78.8,36.6,8,5,192,136,1408,133,9008,1092,14,53,437,1,437,1,1
"2549",-78.7,36.6,8,5,203,134,1357,125,7449,1084,14,52,536,1,536,1,1
"2550",-78.6,36.6,9,5,189,131,1367,117,7705,1075,14,52,484,1,484,1,1
"2551",-78.5,36.6,7,5,203,136,1283,110,6078,1072,14,52,491,1,491,1,1
"2552",-78.4,36.6,9,5,198,135,1274,100,7346,1087,15,52,497,1,497,1,1
"2553",-78.3,36.6,9,5,216,137,1273,88,11019,1090,14,52,424,1,424,1,1
"2554",-78.2,36.6,8,5,177,138,1144,90,7113,1099,14,52,447,1,447,1,1
"2555",-78.1,36.6,8,5,173,134,1118,93,9441,1107,14,52,437,1,437,3,3
"2556",-78,36.6,8,5,172,132,1181,96,7556,1114,14,52,465,1,465,1,1
"2557",-77.9,36.6,9,5,166,134,1177,95,9554,1119,14,51,504,1,504,3,3
"2558",-77.8,36.6,8,5,161,133,1323,90,11799,1120,15,50,428,1,428,1,3
"2559",-77.7,36.6,8,5,148,137,1352,78,10934,1119,15,50,432,1,432,3,1
"2560",-77.6,36.6,1,9,166,134,1412,60,8958,1120,15,50,406,1,406,3,3
"2561",-77.5,36.6,1,9,164,136,1514,40,7352,1119,15,50,453,0,453,1,3
"2562",-77.4,36.6,1,9,144,138,1570,29,7437,1129,15,51,640,0,640,1,1
"2563",-77.3,36.6,1,9,170,139,1691,29,7365,1157,15,50,522,1,522,1,1
"2564",-77.2,36.6,1,9,139,139,1784,28,7078,1170,15,51,507,1,507,1,1
"2565",-77.1,36.6,1,9,137,135,1793,24,7493,1182,15,50,692,0,692,1,1
"2566",-77,36.6,1,9,193,136,1469,15,6831,1192,15,47,722,0,722,1,1
"2567",-76.9,36.6,1,9,150,134,1466,17,7407,1203,15,49,911,1,911,1,1
"2568",-76.8,36.6,1,9,163,135,1628,24,7909,1217,15,49,673,1,673,1,1
"2569",-76.7,36.6,1,9,194,134,1584,25,7879,1228,15,47,835,1,835,1,1
"2570",-76.6,36.6,1,9,229,133,1596,23,9686,1237,15,46,656,1,656,3,1
"2571",-76.5,36.6,1,9,252,133,1587,20,7744,1246,15,46,975,0,975,3,3
"2572",-76.4,36.6,1,9,210,134,2096,16,7720,1250,15,45,1053,0,1053,1,3
"2573",-76.3,36.6,1,9,225,135,1761,8,8002,1226,15,47,942,0,942,1,1
"2574",-76.2,36.6,1,9,187,135,1902,5,7978,1210,15,48,717,0,717,1,1
"2575",-76.1,36.6,1,9,180,137,1945,4,9922,1197,15,46,976,0,976,3,3
"2576",-76,36.6,0,48,147,138,1862,1,65535,1187,15,48,607,0,607,3,3
